SECT_NAME,SECT_CODE,LIE_NAME,LIE_CODE,LI_NO,SDFKEY,SDFNAME,area
中正區,6300500,龍福里,6300500020,003,6300500020003,龍福里3鄰,3791.19211874000
萬華區,6300700,雙園里,6300700012,010,6300700012010,雙園里10鄰,10071.88385670000
中正區,6300500,龍福里,6300500020,011,6300500020011,龍福里11鄰,5121.57506943000
大安區,6300300,住安里,6300300029,008,6300300029008,住安里8鄰,7023.14528517000
大安區,6300300,通化里,6300300031,007,6300300031007,通化里7鄰,2969.59927926000
信義區,6300200,松隆里,6300200021,006,6300200021006,松隆里6鄰,18933.69316540000
信義區,6300200,景新里,6300200028,019,6300200028019,景新里19鄰,26056.71480150000
信義區,6300200,景聯里,6300200034,004,6300200034004,景聯里4鄰,10052.33743140000
信義區,6300200,松隆里,6300200021,011,6300200021011,松隆里11鄰,5221.68095281000
大安區,6300300,住安里,6300300029,017,6300300029017,住安里17鄰,6837.29160344000
萬華區,6300700,雙園里,6300700012,006,6300700012006,雙園里6鄰,4327.56962243000
大安區,6300300,錦泰里,6300300020,004,6300300020004,錦泰里4鄰,39024.67989430000
大安區,6300300,龍圖里,6300300022,006,6300300022006,龍圖里6鄰,22042.44365550000
信義區,6300200,三張里,6300200030,006,6300200030006,三張里6鄰,11529.34781670000
大安區,6300300,住安里,6300300029,002,6300300029002,住安里2鄰,7075.24649212000
大安區,6300300,永康里,6300300018,003,6300300018003,永康里3鄰,5304.12753485000
大安區,6300300,福住里,6300300017,001,6300300017001,福住里1鄰,41393.94939230000
萬華區,6300700,雙園里,6300700012,009,6300700012009,雙園里9鄰,3255.27672514000
中正區,6300500,龍福里,6300500020,013,6300500020013,龍福里13鄰,6072.15775088000
中正區,6300500,新營里,6300500021,010,6300500021010,新營里10鄰,7546.81001077000
萬華區,6300700,頂碩里,6300700011,012,6300700011012,頂碩里12鄰,4152.29059753000
信義區,6300200,中興里,6300200004,006,6300200004006,中興里6鄰,3346.50778267000
中正區,6300500,龍福里,6300500020,021,6300500020021,龍福里21鄰,10759.01008340000
中正區,6300500,龍福里,6300500020,001,6300500020001,龍福里1鄰,2199.60568651000
萬華區,6300700,綠堤里,6300700017,001,6300700017001,綠堤里1鄰,94380.62414970000
萬華區,6300700,頂碩里,6300700011,014,6300700011014,頂碩里14鄰,4987.76303114000
萬華區,6300700,和平里,6300700016,003,6300700016003,和平里3鄰,7697.10015192000
中正區,6300500,新營里,6300500021,021,6300500021021,新營里21鄰,3250.93681641000
信義區,6300200,景聯里,6300200034,007,6300200034007,景聯里7鄰,2136.05398080000
萬華區,6300700,頂碩里,6300700011,016,6300700011016,頂碩里16鄰,11365.66771280000
中正區,6300500,龍光里,6300500018,002,6300500018002,龍光里2鄰,13370.19700830000
大安區,6300300,義安里,6300300030,011,6300300030011,義安里11鄰,12204.17479380000
萬華區,6300700,雙園里,6300700012,007,6300700012007,雙園里7鄰,7688.94867649000
信義區,6300200,景聯里,6300200034,003,6300200034003,景聯里3鄰,4014.69394319000
萬華區,6300700,華江里,6300700018,003,6300700018003,華江里3鄰,3061.91535340000
信義區,6300200,中興里,6300200004,007,6300200004007,中興里7鄰,3869.88983576000
大安區,6300300,通安里,6300300032,007,6300300032007,通安里7鄰,8255.42537800000
萬華區,6300700,華江里,6300700018,005,6300700018005,華江里5鄰,153879.96678000000
中正區,6300500,龍福里,6300500020,002,6300500020002,龍福里2鄰,7223.75869273000
大安區,6300300,通化里,6300300031,010,6300300031010,通化里10鄰,3904.77609246000
大安區,6300300,通化里,6300300031,011,6300300031011,通化里11鄰,4205.90395560000
信義區,6300200,松友里,6300200022,021,6300200022021,松友里21鄰,10593.00004260000
大安區,6300300,通化里,6300300031,013,6300300031013,通化里13鄰,6076.80493269000
大安區,6300300,通化里,6300300031,023,6300300031023,通化里23鄰,1545.06688714000
中正區,6300500,龍福里,6300500020,006,6300500020006,龍福里6鄰,2138.79616187000
大安區,6300300,永康里,6300300018,009,6300300018009,永康里9鄰,10434.32382290000
萬華區,6300700,華江里,6300700018,002,6300700018002,華江里2鄰,7289.60336752000
萬華區,6300700,雙園里,6300700012,011,6300700012011,雙園里11鄰,4538.70397828000
萬華區,6300700,和平里,6300700016,005,6300700016005,和平里5鄰,4190.19688123000
萬華區,6300700,和平里,6300700016,004,6300700016004,和平里4鄰,8681.04238082000
萬華區,6300700,和平里,6300700016,006,6300700016006,和平里6鄰,4032.47180738000
中正區,6300500,龍光里,6300500018,001,6300500018001,龍光里1鄰,82758.12904860000
大安區,6300300,福住里,6300300017,010,6300300017010,福住里10鄰,8924.37598874000
萬華區,6300700,和平里,6300700016,008,6300700016008,和平里8鄰,5703.40290025000
大安區,6300300,住安里,6300300029,015,6300300029015,住安里15鄰,6850.57065709000
大安區,6300300,通安里,6300300032,006,6300300032006,通安里6鄰,9215.57069707000
大安區,6300300,住安里,6300300029,009,6300300029009,住安里9鄰,9622.81900929000
萬華區,6300700,頂碩里,6300700011,011,6300700011011,頂碩里11鄰,3925.96853032000
中正區,6300500,南福里,6300500019,024,6300500019024,南福里24鄰,5411.79373950000
大安區,6300300,錦泰里,6300300020,002,6300300020002,錦泰里2鄰,4264.53215105000
萬華區,6300700,雙園里,6300700012,012,6300700012012,雙園里12鄰,4287.65458361000
大安區,6300300,義安里,6300300030,009,6300300030009,義安里9鄰,6112.01413379000
中正區,6300500,龍福里,6300500020,014,6300500020014,龍福里14鄰,4253.32933605000
萬華區,6300700,華江里,6300700018,001,6300700018001,華江里1鄰,20388.36662600000
中正區,6300500,新營里,6300500021,011,6300500021011,新營里11鄰,2943.92861114000
信義區,6300200,松隆里,6300200021,007,6300200021007,松隆里7鄰,13611.25322370000
萬華區,6300700,綠堤里,6300700017,002,6300700017002,綠堤里2鄰,8697.53787689000
中正區,6300500,新營里,6300500021,013,6300500021013,新營里13鄰,6149.46486737000
信義區,6300200,景聯里,6300200034,015,6300200034015,景聯里15鄰,2159.49181374000
大安區,6300300,義安里,6300300030,012,6300300030012,義安里12鄰,4061.60599549000
中正區,6300500,新營里,6300500021,019,6300500021019,新營里19鄰,2264.11991005000
中正區,6300500,龍福里,6300500020,015,6300500020015,龍福里15鄰,6784.49607003000
大安區,6300300,福住里,6300300017,016,6300300017016,福住里16鄰,2028.67821090000
大安區,6300300,永康里,6300300018,002,6300300018002,永康里2鄰,7058.12467349000
大安區,6300300,通化里,6300300031,014,6300300031014,通化里14鄰,3838.98295782000
大安區,6300300,通化里,6300300031,015,6300300031015,通化里15鄰,3928.70306222000
信義區,6300200,景聯里,6300200034,011,6300200034011,景聯里11鄰,1149.32771928000
中正區,6300500,新營里,6300500021,012,6300500021012,新營里12鄰,2051.46036208000
南港區,6300900,舊莊里,6300900016,032,6300900016032,舊莊里32鄰,67538.40523540000
信義區,6300200,景聯里,6300200034,013,6300200034013,景聯里13鄰,2341.13565651000
信義區,6300200,中興里,6300200004,008,6300200004008,中興里8鄰,6285.29917376000
中正區,6300500,新營里,6300500021,018,6300500021018,新營里18鄰,4683.77391226000
信義區,6300200,景聯里,6300200034,017,6300200034017,景聯里17鄰,2159.70075014000
萬華區,6300700,綠堤里,6300700017,003,6300700017003,綠堤里3鄰,5213.75416075000
信義區,6300200,景聯里,6300200034,012,6300200034012,景聯里12鄰,3375.34034424000
萬華區,6300700,和平里,6300700016,011,6300700016011,和平里11鄰,6917.99472430000
萬華區,6300700,頂碩里,6300700011,021,6300700011021,頂碩里21鄰,6618.98427100000
大安區,6300300,新龍里,6300300023,026,6300300023026,新龍里26鄰,5570.59287752000
大安區,6300300,龍圖里,6300300022,009,6300300022009,龍圖里9鄰,2914.19851459000
中正區,6300500,廈安里,6300500015,011,6300500015011,廈安里11鄰,6257.60810904000
中正區,6300500,廈安里,6300500015,009,6300500015009,廈安里9鄰,7554.66570522000
大安區,6300300,龍圖里,6300300022,010,6300300022010,龍圖里10鄰,3207.59517687000
中正區,6300500,廈安里,6300500015,007,6300500015007,廈安里7鄰,5260.89385436000
萬華區,6300700,和平里,6300700016,012,6300700016012,和平里12鄰,4879.14300956000
萬華區,6300700,和平里,6300700016,007,6300700016007,和平里7鄰,3787.92749131000
大安區,6300300,龍圖里,6300300022,020,6300300022020,龍圖里20鄰,4536.76717189000
大安區,6300300,龍圖里,6300300022,019,6300300022019,龍圖里19鄰,5202.15918164000
大安區,6300300,錦泰里,6300300020,005,6300300020005,錦泰里5鄰,14423.84871540000
萬華區,6300700,頂碩里,6300700011,019,6300700011019,頂碩里19鄰,3592.22280704000
大安區,6300300,龍圖里,6300300022,018,6300300022018,龍圖里18鄰,1964.28574680000
中正區,6300500,南福里,6300500019,025,6300500019025,南福里25鄰,2685.41162024000
中正區,6300500,南福里,6300500019,023,6300500019023,南福里23鄰,3564.69086349000
萬華區,6300700,頂碩里,6300700011,018,6300700011018,頂碩里18鄰,2721.65114303000
萬華區,6300700,和平里,6300700016,009,6300700016009,和平里9鄰,4989.48119435000
信義區,6300200,三張里,6300200030,035,6300200030035,三張里35鄰,5694.46864033000
萬華區,6300700,頂碩里,6300700011,017,6300700011017,頂碩里17鄰,7043.83043126000
大安區,6300300,龍雲里,6300300027,001,6300300027001,龍雲里1鄰,5799.55337648000
大安區,6300300,龍雲里,6300300027,009,6300300027009,龍雲里9鄰,7855.81872378000
信義區,6300200,景新里,6300200028,008,6300200028008,景新里8鄰,8005.55387259000
大安區,6300300,龍雲里,6300300027,017,6300300027017,龍雲里17鄰,53931.36339050000
萬華區,6300700,雙園里,6300700012,021,6300700012021,雙園里21鄰,5183.49836599000
中正區,6300500,龍福里,6300500020,018,6300500020018,龍福里18鄰,779.13088422900
大安區,6300300,福住里,6300300017,015,6300300017015,福住里15鄰,3688.92058598000
大安區,6300300,龍雲里,6300300027,018,6300300027018,龍雲里18鄰,9042.22772339000
大安區,6300300,義安里,6300300030,013,6300300030013,義安里13鄰,10057.92142190000
萬華區,6300700,雙園里,6300700012,019,6300700012019,雙園里19鄰,4917.64595709000
大安區,6300300,義安里,6300300030,014,6300300030014,義安里14鄰,2485.93007373000
信義區,6300200,三犁里,6300200031,005,6300200031005,三犁里5鄰,7107.46091195000
大安區,6300300,義安里,6300300030,015,6300300030015,義安里15鄰,8502.52445283000
南港區,6300900,舊莊里,6300900016,034,6300900016034,舊莊里34鄰,670891.05361800000
萬華區,6300700,雙園里,6300700012,016,6300700012016,雙園里16鄰,23522.20944950000
大安區,6300300,通安里,6300300032,008,6300300032008,通安里8鄰,1966.75094511000
大安區,6300300,通安里,6300300032,009,6300300032009,通安里9鄰,4293.80662605000
信義區,6300200,松隆里,6300200021,010,6300200021010,松隆里10鄰,108459.72563100000
大安區,6300300,通化里,6300300031,016,6300300031016,通化里16鄰,5265.54943286000
中正區,6300500,龍福里,6300500020,017,6300500020017,龍福里17鄰,2938.09324183000
信義區,6300200,景新里,6300200028,006,6300200028006,景新里6鄰,6993.20225226000
信義區,6300200,景聯里,6300200034,014,6300200034014,景聯里14鄰,2328.61324961000
中正區,6300500,新營里,6300500021,020,6300500021020,新營里20鄰,3636.22529118000
中正區,6300500,龍興里,6300500013,014,6300500013014,龍興里14鄰,16119.72540820000
萬華區,6300700,雙園里,6300700012,014,6300700012014,雙園里14鄰,8115.60707344000
中正區,6300500,廈安里,6300500015,008,6300500015008,廈安里8鄰,7519.97874763000
信義區,6300200,景聯里,6300200034,010,6300200034010,景聯里10鄰,3644.17905809000
萬華區,6300700,和平里,6300700016,010,6300700016010,和平里10鄰,6791.25824344000
中正區,6300500,南福里,6300500019,022,6300500019022,南福里22鄰,4102.65516639000
萬華區,6300700,和平里,6300700016,013,6300700016013,和平里13鄰,4926.61987422000
大安區,6300300,新龍里,6300300023,022,6300300023022,新龍里22鄰,3930.21937650000
大安區,6300300,通化里,6300300031,017,6300300031017,通化里17鄰,3730.54307549000
大安區,6300300,龍雲里,6300300027,002,6300300027002,龍雲里2鄰,5814.90823373000
大安區,6300300,新龍里,6300300023,021,6300300023021,新龍里21鄰,1374.90516518000
大安區,6300300,新龍里,6300300023,020,6300300023020,新龍里20鄰,1863.92332834000
大安區,6300300,新龍里,6300300023,013,6300300023013,新龍里13鄰,1625.42536598000
大安區,6300300,新龍里,6300300023,012,6300300023012,新龍里12鄰,1511.22222060000
大安區,6300300,新龍里,6300300023,011,6300300023011,新龍里11鄰,2045.00695042000
大安區,6300300,福住里,6300300017,009,6300300017009,福住里9鄰,5106.91492373000
大安區,6300300,義安里,6300300030,018,6300300030018,義安里18鄰,4596.04968312000
信義區,6300200,景聯里,6300200034,016,6300200034016,景聯里16鄰,3486.08143369000
萬華區,6300700,雙園里,6300700012,020,6300700012020,雙園里20鄰,5718.44674811000
中正區,6300500,南福里,6300500019,026,6300500019026,南福里26鄰,2704.36649722000
信義區,6300200,景新里,6300200028,003,6300200028003,景新里3鄰,4588.03368742000
大安區,6300300,錦泰里,6300300020,006,6300300020006,錦泰里6鄰,11985.26470180000
大安區,6300300,義安里,6300300030,017,6300300030017,義安里17鄰,5025.15081724000
中正區,6300500,龍福里,6300500020,020,6300500020020,龍福里20鄰,3480.20201894000
中正區,6300500,新營里,6300500021,017,6300500021017,新營里17鄰,14228.38691120000
大安區,6300300,永康里,6300300018,008,6300300018008,永康里8鄰,10727.98308200000
信義區,6300200,景聯里,6300200034,021,6300200034021,景聯里21鄰,3099.33179533000
大安區,6300300,龍圖里,6300300022,017,6300300022017,龍圖里17鄰,3735.11929818000
大安區,6300300,新龍里,6300300023,010,6300300023010,新龍里10鄰,10818.79209780000
大安區,6300300,龍圖里,6300300022,011,6300300022011,龍圖里11鄰,10626.32866950000
大安區,6300300,通化里,6300300031,018,6300300031018,通化里18鄰,4636.04844659000
中正區,6300500,廈安里,6300500015,010,6300500015010,廈安里10鄰,9593.81028252000
大安區,6300300,通化里,6300300031,019,6300300031019,通化里19鄰,5979.25024064000
中正區,6300500,龍福里,6300500020,016,6300500020016,龍福里16鄰,3218.66827352000
信義區,6300200,景聯里,6300200034,018,6300200034018,景聯里18鄰,2537.29773947000
大安區,6300300,龍雲里,6300300027,003,6300300027003,龍雲里3鄰,5553.25545205000
信義區,6300200,景新里,6300200028,001,6300200028001,景新里1鄰,4139.68616500000
中正區,6300500,南福里,6300500019,019,6300500019019,南福里19鄰,7487.62289386000
萬華區,6300700,雙園里,6300700012,013,6300700012013,雙園里13鄰,4650.33886937000
萬華區,6300700,頂碩里,6300700011,024,6300700011024,頂碩里24鄰,4703.53124018000
大安區,6300300,龍安里,6300300015,011,6300300015011,龍安里11鄰,42719.51455600000
中正區,6300500,南福里,6300500019,027,6300500019027,南福里27鄰,4252.78543218000
大安區,6300300,通化里,6300300031,020,6300300031020,通化里20鄰,5553.13192888000
信義區,6300200,景新里,6300200028,012,6300200028012,景新里12鄰,9584.32099240000
信義區,6300200,景新里,6300200028,020,6300200028020,景新里20鄰,15589.45626950000
萬華區,6300700,頂碩里,6300700011,023,6300700011023,頂碩里23鄰,4507.05554803000
信義區,6300200,三張里,6300200030,036,6300200030036,三張里36鄰,9931.92055797000
萬華區,6300700,雙園里,6300700012,017,6300700012017,雙園里17鄰,5460.85168235000
大安區,6300300,福住里,6300300017,014,6300300017014,福住里14鄰,4725.89115086000
中正區,6300500,龍光里,6300500018,006,6300500018006,龍光里6鄰,4589.38532013000
信義區,6300200,三張里,6300200030,013,6300200030013,三張里13鄰,43939.44238430000
萬華區,6300700,頂碩里,6300700011,022,6300700011022,頂碩里22鄰,5110.75267657000
大安區,6300300,永康里,6300300018,001,6300300018001,永康里1鄰,7900.61529491000
中正區,6300500,忠勤里,6300500014,031,6300500014031,忠勤里31鄰,5924.31574689000
中正區,6300500,龍興里,6300500013,017,6300500013017,龍興里17鄰,4523.34331673000
中正區,6300500,龍興里,6300500013,011,6300500013011,龍興里11鄰,4970.86260716000
信義區,6300200,三犁里,6300200031,017,6300200031017,三犁里17鄰,33861.80974220000
大安區,6300300,龍雲里,6300300027,007,6300300027007,龍雲里7鄰,12001.33505340000
大安區,6300300,通安里,6300300032,020,6300300032020,通安里20鄰,3623.33585140000
大安區,6300300,通安里,6300300032,010,6300300032010,通安里10鄰,5199.48805553000
萬華區,6300700,綠堤里,6300700017,004,6300700017004,綠堤里4鄰,3304.59812264000
中正區,6300500,龍福里,6300500020,019,6300500020019,龍福里19鄰,7301.77868375000
中正區,6300500,新營里,6300500021,014,6300500021014,新營里14鄰,4332.51640332000
大安區,6300300,通安里,6300300032,015,6300300032015,通安里15鄰,3988.79400305000
大安區,6300300,義安里,6300300030,016,6300300030016,義安里16鄰,33754.34370820000
中正區,6300500,南福里,6300500019,029,6300500019029,南福里29鄰,5559.92469684000
大安區,6300300,錦泰里,6300300020,010,6300300020010,錦泰里10鄰,8383.60403142000
萬華區,6300700,和平里,6300700016,014,6300700016014,和平里14鄰,4589.16145833000
中正區,6300500,龍興里,6300500013,006,6300500013006,龍興里6鄰,14582.88543740000
信義區,6300200,景聯里,6300200034,020,6300200034020,景聯里20鄰,3280.80829937000
大安區,6300300,通安里,6300300032,011,6300300032011,通安里11鄰,4838.56362546000
大安區,6300300,通化里,6300300031,021,6300300031021,通化里21鄰,5075.70254428000
大安區,6300300,福住里,6300300017,017,6300300017017,福住里17鄰,4477.97693771000
信義區,6300200,景聯里,6300200034,006,6300200034006,景聯里6鄰,3192.84977459000
萬華區,6300700,和平里,6300700016,016,6300700016016,和平里16鄰,6832.78243175000
信義區,6300200,景聯里,6300200034,008,6300200034008,景聯里8鄰,23770.02659410000
信義區,6300200,景聯里,6300200034,009,6300200034009,景聯里9鄰,4358.36322136000
大安區,6300300,龍雲里,6300300027,010,6300300027010,龍雲里10鄰,3547.84143504000
大安區,6300300,龍圖里,6300300022,015,6300300022015,龍圖里15鄰,4742.65096807000
大安區,6300300,龍圖里,6300300022,016,6300300022016,龍圖里16鄰,5877.26999939000
大安區,6300300,錦泰里,6300300020,007,6300300020007,錦泰里7鄰,5456.56493829000
信義區,6300200,景新里,6300200028,009,6300200028009,景新里9鄰,5771.58211906000
中正區,6300500,忠勤里,6300500014,001-003,6300500014001,忠勤里1-3鄰,15560.22368860000
萬華區,6300700,頂碩里,6300700011,020,6300700011020,頂碩里20鄰,6542.87291771000
大安區,6300300,錦泰里,6300300020,012,6300300020012,錦泰里12鄰,5242.93329644000
信義區,6300200,景聯里,6300200034,019,6300200034019,景聯里19鄰,676.95162780900
大安區,6300300,龍陣里,6300300026,001,6300300026001,龍陣里1鄰,10983.56701400000
信義區,6300200,景聯里,6300200034,024,6300200034024,景聯里24鄰,1912.84225082000
中正區,6300500,龍光里,6300500018,014,6300500018014,龍光里14鄰,6070.53372865000
中正區,6300500,南福里,6300500019,020,6300500019020,南福里20鄰,12083.92805320000
萬華區,6300700,頂碩里,6300700011,028,6300700011028,頂碩里28鄰,3330.17939909000
大安區,6300300,臨江里,6300300033,001,6300300033001,臨江里1鄰,2998.23801559000
中正區,6300500,忠勤里,6300500014,028,6300500014028,忠勤里28鄰,6541.76513847000
中正區,6300500,南福里,6300500019,028,6300500019028,南福里28鄰,4812.25303758000
萬華區,6300700,頂碩里,6300700011,026,6300700011026,頂碩里26鄰,4583.22296318000
萬華區,6300700,和平里,6300700016,015,6300700016015,和平里15鄰,6076.88523431000
大安區,6300300,新龍里,6300300023,025,6300300023025,新龍里25鄰,3804.29665692000
萬華區,6300700,雙園里,6300700012,002,6300700012002,雙園里2鄰,5957.53448145000
大安區,6300300,臨江里,6300300033,002,6300300033002,臨江里2鄰,4446.56374121000
大安區,6300300,新龍里,6300300023,024,6300300023024,新龍里24鄰,1251.72483541000
大安區,6300300,新龍里,6300300023,023,6300300023023,新龍里23鄰,1747.38783253000
大安區,6300300,新龍里,6300300023,016,6300300023016,新龍里16鄰,1525.82764519000
大安區,6300300,新龍里,6300300023,015,6300300023015,新龍里15鄰,1411.03999132000
大安區,6300300,新龍里,6300300023,014,6300300023014,新龍里14鄰,1953.63287686000
大安區,6300300,錦安里,6300300016,001,6300300016001,錦安里1鄰,7520.73682827000
信義區,6300200,景新里,6300200028,011,6300200028011,景新里11鄰,4725.68007543000
中正區,6300500,忠勤里,6300500014,030,6300500014030,忠勤里30鄰,3001.44014229000
大安區,6300300,通安里,6300300032,019,6300300032019,通安里19鄰,14837.23743440000
萬華區,6300700,雙園里,6300700012,004,6300700012004,雙園里4鄰,1105.12360617000
大安區,6300300,福住里,6300300017,013,6300300017013,福住里13鄰,4312.65464692000
萬華區,6300700,頂碩里,6300700011,025,6300700011025,頂碩里25鄰,1735.38499952000
萬華區,6300700,頂碩里,6300700011,029,6300700011029,頂碩里29鄰,5204.69649524000
大安區,6300300,錦泰里,6300300020,008,6300300020008,錦泰里8鄰,7878.75438096000
信義區,6300200,景聯里,6300200034,023,6300200034023,景聯里23鄰,2233.04660187000
大安區,6300300,臨江里,6300300033,004,6300300033004,臨江里4鄰,6407.40215936000
大安區,6300300,龍雲里,6300300027,019,6300300027019,龍雲里19鄰,16749.60871660000
大安區,6300300,義安里,6300300030,019,6300300030019,義安里19鄰,10333.36137560000
大安區,6300300,義安里,6300300030,020,6300300030020,義安里20鄰,6369.35878248000
中正區,6300500,忠勤里,6300500014,027,6300500014027,忠勤里27鄰,3755.85481205000
大安區,6300300,龍圖里,6300300022,012,6300300022012,龍圖里12鄰,7544.55030004000
大安區,6300300,通化里,6300300031,022,6300300031022,通化里22鄰,3424.91979942000
大安區,6300300,錦安里,6300300016,003,6300300016003,錦安里3鄰,8670.34508825000
中正區,6300500,南福里,6300500019,018,6300500019018,南福里18鄰,3471.09862854000
大安區,6300300,錦泰里,6300300020,011,6300300020011,錦泰里11鄰,5921.60427262000
大安區,6300300,龍雲里,6300300027,004,6300300027004,龍雲里4鄰,1781.87039638000
中正區,6300500,龍興里,6300500013,016,6300500013016,龍興里16鄰,5471.40404447000
大安區,6300300,龍雲里,6300300027,011,6300300027011,龍雲里11鄰,3710.50379738000
信義區,6300200,景聯里,6300200034,022,6300200034022,景聯里22鄰,1006.01371992000
萬華區,6300700,和平里,6300700016,021,6300700016021,和平里21鄰,3292.25752196000
大安區,6300300,通安里,6300300032,013,6300300032013,通安里13鄰,3598.42249646000
信義區,6300200,嘉興里,6300200037,001,6300200037001,嘉興里1鄰,2645.33962930000
中正區,6300500,忠勤里,6300500014,029,6300500014029,忠勤里29鄰,7039.64015071000
中正區,6300500,南福里,6300500019,013,6300500019013,南福里13鄰,8679.79712838000
大安區,6300300,新龍里,6300300023,009,6300300023009,新龍里9鄰,2558.25660258000
信義區,6300200,景聯里,6300200034,025,6300200034025,景聯里25鄰,2337.91324331000
萬華區,6300700,雙園里,6300700012,018,6300700012018,雙園里18鄰,17697.89609900000
大安區,6300300,新龍里,6300300023,008,6300300023008,新龍里8鄰,2576.26964130000
萬華區,6300700,新忠里,6300700013,"001,002,004,005,006,008,009,010",6300700013001,"新忠里1,2,4,5,6,8,9,10鄰",10439.79626250000
大安區,6300300,錦安里,6300300016,017,6300300016017,錦安里17鄰,8637.28336338000
萬華區,6300700,頂碩里,6300700011,027,6300700011027,頂碩里27鄰,6079.39487693000
萬華區,6300700,和平里,6300700016,019,6300700016019,和平里19鄰,6183.83233404000
大安區,6300300,錦泰里,6300300020,013,6300300020013,錦泰里13鄰,8374.03645654000
大安區,6300300,龍雲里,6300300027,005,6300300027005,龍雲里5鄰,3862.84455809000
中正區,6300500,南福里,6300500019,004,6300500019004,南福里4鄰,18682.20785140000
中正區,6300500,忠勤里,6300500014,004,6300500014004,忠勤里4鄰,2701.53807406000
萬華區,6300700,新忠里,6300700013,011,6300700013011,新忠里11鄰,5627.66466474000
信義區,6300200,景勤里,6300200035,005,6300200035005,景勤里5鄰,5880.03194492000
信義區,6300200,嘉興里,6300200037,002,6300200037002,嘉興里2鄰,1827.09269912000
中正區,6300500,南福里,6300500019,017,6300500019017,南福里17鄰,5938.42909031000
中正區,6300500,新營里,6300500021,015,6300500021015,新營里15鄰,8798.98914247000
萬華區,6300700,和平里,6300700016,017,6300700016017,和平里17鄰,7104.26425538000
大安區,6300300,臨江里,6300300033,006,6300300033006,臨江里6鄰,7451.09054283000
大安區,6300300,通安里,6300300032,012,6300300032012,通安里12鄰,7760.56662861000
大安區,6300300,錦安里,6300300016,016,6300300016016,錦安里16鄰,5951.37609154000
大安區,6300300,錦泰里,6300300020,014,6300300020014,錦泰里14鄰,4129.09038051000
信義區,6300200,三張里,6300200030,030,6300200030030,三張里30鄰,18501.38729130000
大安區,6300300,錦泰里,6300300020,009,6300300020009,錦泰里9鄰,5285.70482941000
中正區,6300500,龍光里,6300500018,013,6300500018013,龍光里13鄰,7144.92690875000
大安區,6300300,錦泰里,6300300020,015,6300300020015,錦泰里15鄰,2520.51375329000
萬華區,6300700,和平里,6300700016,020,6300700016020,和平里20鄰,2710.28815871000
信義區,6300200,景聯里,6300200034,026,6300200034026,景聯里26鄰,2611.75613187000
大安區,6300300,臨江里,6300300033,003,6300300033003,臨江里3鄰,3478.37377671000
信義區,6300200,景新里,6300200028,004,6300200028004,景新里4鄰,3381.64347404000
中正區,6300500,新營里,6300500021,016,6300500021016,新營里16鄰,4881.63580000000
信義區,6300200,景新里,6300200028,014,6300200028014,景新里14鄰,4013.30743585000
大安區,6300300,錦安里,6300300016,002,6300300016002,錦安里2鄰,6539.64165924000
大安區,6300300,龍圖里,6300300022,013,6300300022013,龍圖里13鄰,10584.67388470000
中正區,6300500,南福里,6300500019,021,6300500019021,南福里21鄰,12957.65686900000
大安區,6300300,龍雲里,6300300027,012,6300300027012,龍雲里12鄰,3969.83942308000
萬華區,6300700,和平里,6300700016,023,6300700016023,和平里23鄰,6960.06109911000
大安區,6300300,龍雲里,6300300027,006,6300300027006,龍雲里6鄰,5811.20096289000
中正區,6300500,忠勤里,6300500014,011,6300500014011,忠勤里11鄰,1515.58986367000
中正區,6300500,忠勤里,6300500014,005,6300500014005,忠勤里5鄰,2765.22118894000
大安區,6300300,通安里,6300300032,014,6300300032014,通安里14鄰,3494.96560067000
萬華區,6300700,新忠里,6300700013,016,6300700013016,新忠里16鄰,2192.30012572000
大安區,6300300,新龍里,6300300023,017,6300300023017,新龍里17鄰,3447.70501561000
大安區,6300300,新龍里,6300300023,019,6300300023019,新龍里19鄰,9166.02716772000
中正區,6300500,龍興里,6300500013,005,6300500013005,龍興里5鄰,4805.51664210000
大安區,6300300,新龍里,6300300023,007,6300300023007,新龍里7鄰,3919.39304000000
信義區,6300200,景新里,6300200028,002,6300200028002,景新里2鄰,5273.93887390000
信義區,6300200,景聯里,6300200034,022,6300200034022,景聯里22鄰,861.63232482800
大安區,6300300,臨江里,6300300033,005,6300300033005,臨江里5鄰,4180.44059276000
大安區,6300300,錦華里,6300300021,007,6300300021007,錦華里7鄰,4555.92655215000
中正區,6300500,龍光里,6300500018,005,6300500018005,龍光里5鄰,5696.55034048000
中正區,6300500,龍興里,6300500013,010,6300500013010,龍興里10鄰,11015.30676940000
萬華區,6300700,和平里,6300700016,022,6300700016022,和平里22鄰,5790.22044696000
萬華區,6300700,新安里,6300700021,001,6300700021001,新安里1鄰,1605.53607921000
大安區,6300300,錦華里,6300300021,005,6300300021005,錦華里5鄰,3402.20681032000
中正區,6300500,南福里,6300500019,016,6300500019016,南福里16鄰,7082.88459893000
萬華區,6300700,新忠里,6300700013,012,6300700013012,新忠里12鄰,4498.14698944000
信義區,6300200,景勤里,6300200035,001,6300200035001,景勤里1鄰,5491.89894578000
萬華區,6300700,新安里,6300700021,002,6300700021002,新安里2鄰,2057.91275459000
大安區,6300300,龍安里,6300300015,006,6300300015006,龍安里6鄰,21786.63817420000
大安區,6300300,臨江里,6300300033,007,6300300033007,臨江里7鄰,4602.88488995000
中正區,6300500,龍光里,6300500018,004,6300500018004,龍光里4鄰,3514.39868789000
