Category,Category_Name,Classes,Classes_Name,Subcategory,Subcategories_Name,Business_Item,Business_Item_Desc,Business_Item_Content
F,批發、零售及餐飲業,F2,零售業,F207,化學原料及其製品零售業,F207030,清潔用品零售業,從事清潔洗濯用品零售之行業，包含牙膏、牙粉之零售。
F,批發、零售及餐飲業,F2,零售業,F207,化學原料及其製品零售業,F207041,農藥零售業,依農藥管理法之規定，經營農藥零售之行業。
F,批發、零售及餐飲業,F2,零售業,F207,化學原料及其製品零售業,F207050,肥料零售業,依肥料管理規則之規定，經營肥料零售之行業。
F,批發、零售及餐飲業,F2,零售業,F207,化學原料及其製品零售業,F207060,毒性化學物質零售業,依毒性化學物質管理法之規定，經營毒性化學物質零售之行業。
F,批發、零售及餐飲業,F2,零售業,F207,化學原料及其製品零售業,F207070,動物用藥零售業,依動物用藥品管理法施行細則之規定，經營動物用藥品零售之行業。
F,批發、零售及餐飲業,F2,零售業,F207,化學原料及其製品零售業,F207080,環境用藥零售業,依環境用藥管理法之規定，經營環境用藥之零售、輸入及輸出業者。但不包括一般環境用藥之零售商。
F,批發、零售及餐飲業,F2,零售業,F207,化學原料及其製品零售業,F207170,工業助劑零售業,各種工業觸媒及工業助劑零售之行業，如水處理劑、安定劑、稀釋劑、接著劑、增硬劑等。
F,批發、零售及餐飲業,F2,零售業,F207,化學原料及其製品零售業,F207180,爆竹、煙火零售業,各種爆竹、煙火零售之行業。
F,批發、零售及餐飲業,F2,零售業,F207,化學原料及其製品零售業,F207190,塑膠膜、袋零售業,各種塑膠膜、袋零售之行業、如塑膠網袋、塑膠重合袋、塑膠捲撕袋、塑膠保鮮膜、塑膠編織袋、塑膠包裝袋、塑膠夾鏈帶等。
F,批發、零售及餐飲業,F2,零售業,F207,化學原料及其製品零售業,F207200,化學原料零售業,從事化學原料零售之行業。
F,批發、零售及餐飲業,F2,零售業,F207,化學原料及其製品零售業,F207990,其他化學製品零售業,F207010 至F207200 細類以外之其他化學製品零售之行業。如非屬建材之玻璃。
F,批發、零售及餐飲業,F2,零售業,F208,藥物、化粧品零售業,F208011,中藥零售業,依藥事法之規定，經營中藥零售之行業。
F,批發、零售及餐飲業,F2,零售業,F208,藥物、化粧品零售業,F208021,西藥零售業,藥事法之規定，經營西藥零售之行業。包括原料藥。
F,批發、零售及餐飲業,F2,零售業,F208,藥物、化粧品零售業,F208031,醫療器材零售業,依藥事法之規定，經營醫療器材零售之行業。包括注射器、醫療耗材、齒科材料、紗布及繃帶、處方用鏡片及使用於處方用鏡片之鏡框等。包括其醫療器材租賃業務。（隱形眼鏡及其藥水、藥片亦歸入本細類）
F,批發、零售及餐飲業,F2,零售業,F208,藥物、化粧品零售業,F208040,化粧品零售業,從事清潔用、保養用、彩粧用化粧品及香水等零售之行業。
F,批發、零售及餐飲業,F2,零售業,F208,藥物、化粧品零售業,F208050,乙類成藥零售業,經營乙類成藥零售之行業。
F,批發、零售及餐飲業,F2,零售業,F209,文教、樂器、育樂用品零售業,F209060,文教、樂器、育樂用品零售業,從事書籍、文具、樂器、運動用品、玩具、娛樂用品等零售之行業。
F,批發、零售及餐飲業,F2,零售業,F210,鐘錶、眼鏡零售業,F210010,鐘錶零售業,從事鐘錶及其零件等零售之行業。
F,批發、零售及餐飲業,F2,零售業,F210,鐘錶、眼鏡零售業,F210020,眼鏡零售業,從事非處方用眼鏡及其零件等零售之行業。（隱形眼鏡零售歸屬 F208031 醫療器材零售業）
F,批發、零售及餐飲業,F2,零售業,F211,建材零售業,F211010,建材零售業,從事建材零售之行業。
F,批發、零售及餐飲業,F2,零售業,F212,石油製品、燃料零售業,F212011,加油站業,依石油管理法之規定，指備有儲油設施及流量式加油機，為機動車輛或動力機械加注汽油、柴油或供給其他汽油、柴油消費者之場所。
F,批發、零售及餐飲業,F2,零售業,F212,石油製品、燃料零售業,F212021,漁船加油站業,依石油管理法之規定，指備有儲油設施及流量計，主要為漁船固定油櫃加注燃料之場所。
F,批發、零售及餐飲業,F2,零售業,F212,石油製品、燃料零售業,F212030,煤零售業,從事煤、煤球等零售之行業。
F,批發、零售及餐飲業,F2,零售業,F212,石油製品、燃料零售業,F212040,木炭零售業,從事焦炭、木炭等零售之行業。
F,批發、零售及餐飲業,F2,零售業,F212,石油製品、燃料零售業,F212050,石油製品零售業,從事汽油、柴油以外石油製品零售之行業（包括煤油、輕油、航空燃油、液化石油氣、燃料油、機油、潤滑油等）。
F,批發、零售及餐飲業,F2,零售業,F212,石油製品、燃料零售業,F212061,加氣站業,依石油管理法之規定，指備有儲氣設施及流量式加氣機，為汽車固定容器加注液化石油氣之場所。
F,批發、零售及餐飲業,F2,零售業,F213,機械器具零售業,F213010,電器零售業,從事各種電器用品及器材零售之行業。包括電子設備、照明設備、電力設備、家電用品及器材等。
F,批發、零售及餐飲業,F2,零售業,F213,機械器具零售業,F213030,電腦及事務性機器設備零售業,從事電腦及其週邊設備、事務用機器零售之行業。
F,批發、零售及餐飲業,F2,零售業,F213,機械器具零售業,F213040,精密儀器零售業,從事科學、工業及環境監測儀器設備零售之行業。
F,批發、零售及餐飲業,F2,零售業,F213,機械器具零售業,F213050,度量衡器零售業,從事度量衡器零售之行業。
F,批發、零售及餐飲業,F2,零售業,F213,機械器具零售業,F213060,電信器材零售業,從事電信器材零售之行業，包括電信管制射頻器材應經許可項目之電信器材，如無線電發射機、無線電收發信機、無線電收信機、工業、科學、醫療用幅射性電機及其他具有產生無線電輻射能之電機；非屬電信管制射頻器材應經許可項目之無線電信器材，如廣播、電視頻段接收機、頻率九十千赫以下且電功率一千瓦以下之超音波清洗器材、全球定位系統接收器（ＧＰＳ）、船舶用航儀設備、漁探器及聲納；及有線電信器材零售之行業。但電信管制射頻器材之輸入業務屬 F401021電信管制射頻器材輸入業。
F,批發、零售及餐飲業,F2,零售業,F213,機械器具零售業,F213080,機械器具零售業,從事各種機械器具零售之行業。包括食品、化工、原動機、塑膠、橡膠、造紙、印刷、木材加工用、建築及礦業、紡織及成衣、金屬加工用、農業及園藝機械等。
F,批發、零售及餐飲業,F2,零售業,F213,機械器具零售業,F213090,交通標誌器材零售業,從事各種交通標誌器材如道路安全標誌等零售之行業。
F,批發、零售及餐飲業,F2,零售業,F213,機械器具零售業,F213100,污染防治設備零售業,從事各種污染防治器材、設備零售之行業，如空氣污染防治器材、廢（污）水處理器材、噪音、防振器材及廢棄物處理器材、焚化爐等。
F,批發、零售及餐飲業,F2,零售業,F213,機械器具零售業,F213110,電池零售業,從事各種化學電池、標準電池、蓄電池零售之行業。
F,批發、零售及餐飲業,F2,零售業,F213,機械器具零售業,F213121,警械零售業,依「警械使用條例」及「警械許可定製售賣持有管理辦法」之規定，從事警棍、警銬、電氣警棍（棒）（電擊器）、防暴網等警械零售之行業。
F,批發、零售及餐飲業,F2,零售業,F213,機械器具零售業,F213131,魚槍零售業,依「槍砲彈藥刀械管制條例」及「槍砲彈藥刀械許可及管理辦法」，從事魚槍零售之行業。
F,批發、零售及餐飲業,F2,零售業,F213,機械器具零售業,F213141,管制刀械零售業,依「槍砲彈藥刀械管制條例」及「槍砲彈藥刀械許可及管理辦法」，從事管制刀械零售之行業。
F,批發、零售及餐飲業,F2,零售業,F213,機械器具零售業,F213990,其他機械器具零售業,從事 F213010至 F213141細類以外之機械器具零售之行業。
F,批發、零售及餐飲業,F2,零售業,F214,交通運輸工具零售業,F214010,汽車零售業,從事汽車零售之行業。包括客運汽車、公共汽車、救護車、消防車、電動車等。
F,批發、零售及餐飲業,F2,零售業,F214,交通運輸工具零售業,F214020,機車零售業,從事機車零售之行業。包括三輪機車、電動機車等。
F,批發、零售及餐飲業,F2,零售業,F214,交通運輸工具零售業,F214030,汽、機車零件配備零售業,從事汽、機車零件、配備、用品零售之行業。
F,批發、零售及餐飲業,F2,零售業,F214,交通運輸工具零售業,F214040,自行車及其零件零售業,從事自行車及其零件零售之行業。包括自行車百貨。
F,批發、零售及餐飲業,F2,零售業,F214,交通運輸工具零售業,F214050,車胎零售業,從事車胎零售之行業。包括汽車、機車、自行車車胎。
F,批發、零售及餐飲業,F2,零售業,F214,交通運輸工具零售業,F214060,船舶及其零件零售業,從事船舶及其零件零售之行業。包括船舶專用機械及其零件、海上結構物等。
F,批發、零售及餐飲業,F2,零售業,F214,交通運輸工具零售業,F214070,航空器及其零件零售業,從事航空器及其零件零售之行業。包括飛機、飛艇、飛船、滑翔機、直升機及其專用零件，如發動機、推進器、起落架、浮舟等，航空熱氣球亦歸入本細類。
F,批發、零售及餐飲業,F2,零售業,F214,交通運輸工具零售業,F214080,軌道車輛及其零件零售業,從事各種軌道車輛及其零件零售之行業，如鐵路機車及列車、電車以及其他有軌車輛如礦車、纜車等。
F,批發、零售及餐飲業,F2,零售業,F214,交通運輸工具零售業,F214990,其他交通運輸工具及其零件零售業,從事F214010 至 F214080細類以外，其他交通運輸工具及其零件零售之行業。
F,批發、零售及餐飲業,F2,零售業,F215,首飾及貴金屬零售業,F215010,首飾及貴金屬零售業,從事首飾、珠寶及金銀條、幣等貴金屬及珊瑚加工品零售之行業。
F,批發、零售及餐飲業,F2,零售業,F215,首飾及貴金屬零售業,F215020,礦石零售業,從事各種礦石零售之行業。
F,批發、零售及餐飲業,F2,零售業,F216,照相器材零售業,F216010,照相器材零售業,從事各種照相器材、攝影器材零售之行業。
F,批發、零售及餐飲業,F2,零售業,F217,消防安全設備零售業,F217010,消防安全設備零售業,各類場所消防安全設備設置標準之規定，經營下列消防安全設備零售之行業：一、滅火設備（1.滅火器、消防砂2.室內消防栓3.室外消防栓4.自動撒水設備  5.自動水霧滅火設備6.自動泡沫滅火設備7.自動二氧化碳滅火設備  8.自動氣體滅火設備9.自動乾粉滅火設備10.固定、半固定滅火系統 ）。二、警報設備  （1.火警自動警報設備2.手動報警設備3.緊急廣播設備4.氣體漏氣自動警報設備）。三、避難逃生設備  （1.標示設備：出口標示燈、避難方向指示燈（標）及嚴禁煙火標誌    2.避難器具：指滑台、避難梯、避難橋、救助袋、緩降機、避難繩索、滑杆等）。四、消防搶救上之必要設施：指送水口、六十三公厘出水口、排煙設備、緊急電源插座    及消防專用蓄水池。
F,批發、零售及餐飲業,F2,零售業,F218,資訊軟體零售業,F218010,資訊軟體零售業,從事各種資訊、電腦軟體零售之行業。
F,批發、零售及餐飲業,F2,零售業,F219,電子材料零售業,F219010,電子材料零售業,從事家庭電器以外之電力電子設備及器材零售之行業。如電子管、半導體、光電材料及元件、被動電子元件等電子零組件零售之行業。
F,批發、零售及餐飲業,F2,零售業,F220,耐火材料零售業,F220010,耐火材料零售業,從事各種耐火材料零售之行業，如保溫磚（泥）、斷熱磚（泥）、定型耐火材料、不定型耐火材料、特殊高級耐火材料等。
F,批發、零售及餐飲業,F2,零售業,F221,食品添加物零售業,F221010,食品添加物零售業,依「食品衛生管理法」規定，經營食品添加物零售之行業。並符合「食品添加物之使用範圍及限量暨規格標準」之規定。
F,批發、零售及餐飲業,F2,零售業,F299,其他零售業,F299010,成人用品零售業,從事販賣、展售或示範成人用品為主的行業。上開所稱成人用品，指用於刺激或鼓勵性活動或令人引起性幻想之物品。但屬許可商品者不在此限，另需依其細類申請辦理。
F,批發、零售及餐飲業,F2,零售業,F299,其他零售業,F299990,其他零售業,從事F201至F221小類及F299010細類所屬商品以外，其他商品（如收藏性郵票等）零售之行業。
F,批發、零售及餐飲業,F3,綜合零售業,F301,百貨超市業,F301010,百貨公司業,在同一場所從事多種商品分部門零售之百貨公司。
F,批發、零售及餐飲業,F3,綜合零售業,F301,百貨超市業,F301020,超級市場業,從事提供家庭日常用品、食品分部門零售，而以生鮮及組合料理食品為主之行業。如於現場附設小規模餐飲服務亦屬之。
F,批發、零售及餐飲業,F3,綜合零售業,F399,其他綜合零售業,F399010,便利商店業,從事提供便利性商品，如速食品、飲料、日常用品及服務性商品，以滿足顧客即刻所需之行業，但不包括生鮮食品。
F,批發、零售及餐飲業,F3,綜合零售業,F399,其他綜合零售業,F399020,商港區船舶船員日用品供應業,從事商港區船舶船員日用品供應業務之行業。
F,批發、零售及餐飲業,F3,綜合零售業,F399,其他綜合零售業,F399031,工業專用港或工業專用碼頭船舶船員日用品供應業,促進產業升級條例及民營事業投資開發工業區內工業專用港輔導及管理辦法之規定，經營工業專用港或工業專用碼頭區域內，船舶船員日用品供應業務之行業。
F,批發、零售及餐飲業,F3,綜合零售業,F399,其他綜合零售業,F399040,無店面零售業,凡從事以郵件及廣播、電視、網際網路等電子媒介方式零售商品之行業。本細類主要以網路或其他廣告工具提供廣告、型錄等商品資訊，經由郵件、電話或網際網路下訂單後，商品直接從網際網路下載或以運輸工具運送至客戶處。經由電視、收音機及電話銷售商品及網際網路拍賣活動亦歸入本細類。不包括應經許可始得銷售之商品。
F,批發、零售及餐飲業,F3,綜合零售業,F399,其他綜合零售業,F399990,其他綜合零售業,同一場所從事多種商品零售之行業。包括雜貨店、零售式量販店。
F,批發、零售及餐飲業,F4,國際貿易業,F401,國際貿易業,F401010,國際貿易業,從事一般商品進出口貿易業務。但屬石油輸出及許可業務者不在此限，另需依其他細類申請辦理。
F,批發、零售及餐飲業,F4,國際貿易業,F401,國際貿易業,F401021,電信管制射頻器材輸入業,依電信管制射頻器材管理辦法規定，從事電信管制射頻器材輸入業務之行業。
F,批發、零售及餐飲業,F4,國際貿易業,F401,國際貿易業,F401071,種苗輸出入業,依植物種苗法規定，從事種苗輸出入之行業。
F,批發、零售及餐飲業,F4,國際貿易業,F401,國際貿易業,F401081,野生動物輸出入業,依野生動物保育法規定，經營野生動物輸出入之行業。
F,批發、零售及餐飲業,F4,國際貿易業,F401,國際貿易業,F401091,槍砲彈藥刀械輸出入業,依槍砲彈藥刀械管制條例之規定，受委託代辦各式槍砲彈藥刀械之輸出入業務。
F,批發、零售及餐飲業,F4,國際貿易業,F401,國際貿易業,F401100,石油輸出業,依石油管理法之規定，從事石油輸出之行業。
F,批發、零售及餐飲業,F4,國際貿易業,F401,國際貿易業,F401111,警械輸出入業,依「警械使用條例」及「警械許可定製售賣持有管理辦法」之規定，從事警棍、警銬、電氣警棍（棒）（電擊器）、防暴網等警械輸出入業務之行業。
F,批發、零售及餐飲業,F4,國際貿易業,F401,國際貿易業,F401151,石油輸入業,依石油管理法之規定，從事石油輸入之行業。
F,批發、零售及餐飲業,F4,國際貿易業,F401,國際貿易業,F401161,菸類輸入業,依菸酒管理法之規定，從事菸類輸入之行業。
F,批發、零售及餐飲業,F4,國際貿易業,F401,國際貿易業,F401171,酒類輸入業,依菸酒管理法之規定，從事酒類輸入之行業。
F,批發、零售及餐飲業,F4,國際貿易業,F401,國際貿易業,F401181,度量衡器輸入業,依度量衡法及其施行細則等規定，從事度量衡器輸入之行業。
F,批發、零售及餐飲業,F4,國際貿易業,F401,國際貿易業,F401991,其他輸出入業,從事F401021 至F401190 以外其他輸出入之行業。
F,批發、零售及餐飲業,F5,餐飲業,F501,飲食業,F501030,飲料店業,從事非酒精飲料服務之行業。如茶、咖啡、冷飲、水果等點叫後供應顧客飲用之行業，包括茶藝館、咖啡店、冰果店、冷飲店等。
F,批發、零售及餐飲業,F5,餐飲業,F501,飲食業,F501050,飲酒店業,從事酒精飲料之餐飲服務，但無提供陪酒員之行業。包括啤酒屋、飲酒店等。
F,批發、零售及餐飲業,F5,餐飲業,F501,飲食業,F501060,餐館業,從事中西各式餐食供應點叫後立即在現場食用之行業。如中西式餐館業、日式餐館業、泰國餐廳、越南餐廳、印度餐廳、鐵板燒店、韓國烤肉店、飯館、食堂、小吃店等。包括盒餐。
F,批發、零售及餐飲業,F5,餐飲業,F501,飲食業,F501990,其他餐飲業,從事 F501030 至 F501060 細類外之其他餐飲供應之行業。如伙食包作、辦桌等。
F,批發、零售及餐飲業,F6,智慧財產權業,F601,智慧財產權業,F601010,智慧財產權業,各種專利權、商標權、著作財產權、營業秘密、電路布局權及其他無形資產等之買賣、鑑價及其授權業務。
G,運輸、倉儲及通信業,G1,陸上運輸業,G101,汽車運輸業,G101011,公路汽車客運業,依公路法之規定，凡在核定路線內，以公共汽車運輸旅客為營業者。
G,運輸、倉儲及通信業,G1,陸上運輸業,G101,汽車運輸業,G101021,市區汽車客運業,依公路法之規定，凡在核定區域內，以公共汽車運輸旅客為營業者。
G,運輸、倉儲及通信業,G1,陸上運輸業,G101,汽車運輸業,G101031,計程車客運業,依公路法之規定，凡在核定區域內，以小客車出租載客為營業者。
G,運輸、倉儲及通信業,G1,陸上運輸業,G101,汽車運輸業,G101041,小客車租賃業,依公路法之規定，以小客車租與他人自行使用為營業者。
G,運輸、倉儲及通信業,G1,陸上運輸業,G101,汽車運輸業,G101051,遊覽車客運業,依公路法之規定，凡在核定區域內，以遊覽車包租載客為營業者，含遊覽車專辦交通車業務。
G,運輸、倉儲及通信業,G1,陸上運輸業,G101,汽車運輸業,G101061,汽車貨運業,依公路法之規定，經營以載貨汽車運送貨物為營業者，物品快遞、收送服務亦屬本細類。
G,運輸、倉儲及通信業,G1,陸上運輸業,G101,汽車運輸業,G101071,汽車路線貨運業,依公路法之規定，在核定路線內，以載貨汽車運送貨物為營業者。
G,運輸、倉儲及通信業,G1,陸上運輸業,G101,汽車運輸業,G101081,汽車貨櫃貨運業,依公路法之規定，在核定區域內，以聯結車運送貨櫃貨物為營業者。
G,運輸、倉儲及通信業,G1,陸上運輸業,G101,汽車運輸業,G101091,小貨車租賃業,依公路法之規定，以小貨車租與他人自行使用為營業者。
G,運輸、倉儲及通信業,G1,陸上運輸業,G102,大眾捷運系統運輸業,G102011,大眾捷運系統運輸業,依大眾捷運法之規定，從事地面、地下或高架設施，不受其他地面交通干擾，使用專用動力車輛行使於專用路線，並以密集班次、大量快速輸送都市及鄰近地區旅客之公共運輸系統之行業。
G,運輸、倉儲及通信業,G1,陸上運輸業,G103,公路經營業,G103011,公路經營業,依公路法與公路經營業管理規則之規定，從事：一、
G,運輸、倉儲及通信業,G1,陸上運輸業,G104,鐵路經營業,G104011,高速鐵路經營業,依鐵路法之規定，使用動力車輛行駛於軌道及有關設施，且經許可其列車營運速度，得超過每小時二百公里經營旅客運送之鐵路業務。
G,運輸、倉儲及通信業,G1,陸上運輸業,G104,鐵路經營業,G104021,森林鐵路經營業,依鐵路法之規定，使用動力車輛行駛於軌道及有關設施，且經許可其列車得於最小曲線半徑四十公尺，最大坡度千分之六十二點五路線經營旅客或貨物運送之鐵路機構。
G,運輸、倉儲及通信業,G2,陸上運輸輔助業,G201,計程車客運服務業,G201011,計程車客運服務業,依計程車客運服務業申請核准經營辦法規定，計程車客運服務業得接受委託辦理下列服務業務：一、車輛牌照之請領、換發、繳銷、車輛檢驗及各種異動登記。二、車輛違規罰鍰及稅費等之繳納。三、汽車責任保險之投保。四、行車事故之有關處理事項。五、購車貸款申請及動產擔保之登記。六、車輛派遣。七、其他經公路主管機關核准之業務。
G,運輸、倉儲及通信業,G2,陸上運輸輔助業,G202,停車場經營業,G202010,停車場經營業,從事提供車輛停泊之場所，以計時、計次、計日或訂約方式收取租金之行業。
G,運輸、倉儲及通信業,G2,陸上運輸輔助業,G203,救護車經營業,G203010,救護車經營業,依緊急醫療救護法、救護車及救護車營業機構設置設立許可管理辦法之規定，經營救護車之行業。
G,運輸、倉儲及通信業,G3,水上運輸業,G301,船舶運送業,G301011,船舶運送業,依航業法之規定，凡以自有及租賃之船舶經營客貨運送而受報酬之事業。
G,運輸、倉儲及通信業,G3,水上運輸業,G302,小船經營業,G302010,小船經營業,從事載客貨小船運送業務之行業。
G,運輸、倉儲及通信業,G4,水上運輸輔助業,G401,船務代理業,G401011,船務代理業,依航業法之規定，凡接受船舶運送業委託，在約定授權範圍內，以委託人名義代為處理船舶客貨運送及其有關業務而受報酬之事業。
G,運輸、倉儲及通信業,G4,水上運輸輔助業,G402,海運承攬運送業,G402011,海運承攬運送業,依航業法之規定，以自己之名義，為他人之計算，使船舶運送業運送貨物而受報酬之事業。
G,運輸、倉儲及通信業,G4,水上運輸輔助業,G403,船舶出租業,G403010,船舶出租業,從事以船舶出租與船舶運送業營運而收取租金之行業。
G,運輸、倉儲及通信業,G4,水上運輸輔助業,G404,貨櫃集散站經營業,G404011,貨櫃集散站經營業,依航業法之規定，凡提供貨櫃集散站之場地及設備，經營貨櫃貨物集散而受報酬之事業。
G,運輸、倉儲及通信業,G4,水上運輸輔助業,G405,貨櫃出租業,G405010,貨櫃出租業,指貨櫃所有人以貨櫃出租與承租人使用收益而收取租金之事業。
G,運輸、倉儲及通信業,G4,水上運輸輔助業,G406,商港服務業,G406040,商港區拖駁船業,從事商港區民營拖駁船業務等行業。
G,運輸、倉儲及通信業,G4,水上運輸輔助業,G406,商港服務業,G406051,商港區船舶理貨業,依商港法及國際商港棧埠管理規則之規定，經營商港區船舶理貨業務等行業。
G,運輸、倉儲及通信業,G4,水上運輸輔助業,G406,商港服務業,G406061,商港區船舶貨物裝卸承攬業,依商港法及國際商港棧埠管理規則之規定，經營商港區船舶貨物裝卸承攬業務之行業。
G,運輸、倉儲及通信業,G4,水上運輸輔助業,G406,商港服務業,G406130,商港區曳船業,指在商港區域內以拖船從事協助船舶進出港或靠離船席之推頂、拖帶作業而受報酬之事業。
G,運輸、倉儲及通信業,G4,水上運輸輔助業,G407,打撈業,G407010,打撈業,從事打撈沉船或物資之行業。
G,運輸、倉儲及通信業,G4,水上運輸輔助業,G408,海難救護業,G408010,海難救護業,維護船舶航行安全及處理海水油污，從事海難救助而收取報酬之事業。
G,運輸、倉儲及通信業,G4,水上運輸輔助業,G409,工業專用港服務業,G409010,工業專用港經營業,依促進產業升級條例及民營事業投資開發工業區內工業專用港輔導及管理辦法之規定，投資興建、經營及管理工業專用港之行業。
G,運輸、倉儲及通信業,G4,水上運輸輔助業,G409,工業專用港服務業,G409020,工業專用港或工業專用碼頭棧埠業,依促進產業升級條例及民營事業投資開發工業區內工業專用港輔導及管理辦法之規定，於工業專用港區域內經營公用碼頭或辦理專用碼頭棧埠業務或於工業專用港碼頭區域內辦理棧埠業務之行業。
G,運輸、倉儲及通信業,G4,水上運輸輔助業,G409,工業專用港服務業,G409030,工業專用港或工業專用碼頭船舶理貨業,依促進產業升級條例及民營事業投資開發工業區內工業專用港輔導及管理辦法之規定，經營工業專用港或工業專用碼頭區域內，船舶理貨業務之行業。
G,運輸、倉儲及通信業,G4,水上運輸輔助業,G409,工業專用港服務業,G409050,工業專用港或工業專用碼頭船舶貨物裝卸承攬業,依促進產業升級條例及民營事業投資開發工業區內工業專用港輔導及管理辦法之規定，經營工業專用港或工業專用碼頭區域內，船舶貨物（含危險品）裝卸承攬業務之行業。
G,運輸、倉儲及通信業,G4,水上運輸輔助業,G409,工業專用港服務業,G409060,工業專用港或工業專用碼頭拖駁船業,依促進產業升級條例及民營事業投資開發工業區內工業專用港輔導及管理辦法之規定，經營工業專用港或工業專用碼頭區域內，拖駁船業務之行業。
G,運輸、倉儲及通信業,G5,航空運輸業,G501,民用航空運輸業,G501011,民用航空運輸業,依民用航空法之規定，以航空器直接載運客、貨、郵件，取得報酬之事業。（含直昇機）
G,運輸、倉儲及通信業,G5,航空運輸業,G501,民用航空運輸業,G501020,民用航空總代理業,依民用航空運輸管理規則規定，從事為外籍民用航空運輸業之客、貨運總代理業務。
G,運輸、倉儲及通信業,G5,航空運輸業,G502,普通航空業,G502011,普通航空業,依民用航空法之規定，指以航空器從事空中遊覽、勘察、照測、消防搜尋、救護、拖吊、噴灑及其他經專案核准除航空客、貨、郵件運輸以外之營業性飛航業務而受報酬之事業。
G,運輸、倉儲及通信業,G6,航空運輸輔助業,G601,航空貨運承攬業,G601011,航空貨運承攬業,依民用航空法之規定，指以自己之名義，為他人之計算，使民用航空運輸業運送航空貨物及非具有通信性質之國際貿易商業文件而受報酬之事業。
G,運輸、倉儲及通信業,G6,航空運輸輔助業,G602,航空站地勤業,G602011,航空站地勤業,依民用航空法之規定，指於機坪內從事航空器拖曳、導引、行李、貨物、餐點裝卸、機艙清潔及其他有關勞務之事業。
G,運輸、倉儲及通信業,G6,航空運輸輔助業,G603,航空貨物集散站經營業,G603011,航空貨物集散站經營業,依民用航空法之規定，指提供空運進口、出口、轉運或轉口貨物集散與進出機場管制區所需之通關、倉儲場所、設備及服務而受報酬之事業。
G,運輸、倉儲及通信業,G6,航空運輸輔助業,G604,民營飛行場業,G604011,民營飛行場業,依民用航空法及民營飛行場管理規則規定，經營民營飛行場，包括專供直昇機使用之民營飛行場業。
G,運輸、倉儲及通信業,G6,航空運輸輔助業,G605,空廚業,G605011,空廚業,依民用航空法之規定，指為提供航空器內餐飲或其他相關用品而於機坪內從事運送、裝卸之事業。
G,運輸、倉儲及通信業,G6,航空運輸輔助業,G606,機場經營業,G606011,機場經營業,依國際機場園區發展條例規定，經營國際機場園區之開發、營運及管理，暨其他經主管機關核准之事項。
G,運輸、倉儲及通信業,G7,其他運輸輔助業,G701,報關業,G701011,報關業,承辦各種貨物進出口報關服務之行業。
G,運輸、倉儲及通信業,G7,其他運輸輔助業,G702,船舶勞務承攬業,G702010,船舶勞務承攬業,承攬商港區船舶掃艙、隔艙、敲莒、烤莒、油漆、船上貨物或貨櫃之固定及解脫等勞務之行業。
G,運輸、倉儲及通信業,G7,其他運輸輔助業,G799,其他運輸輔助業,G799990,其他運輸輔助業,凡從事 G701、 G702小類以外之其他運輸輔助之行業。
G,運輸、倉儲及通信業,G8,倉儲業,G801,倉儲業,G801010,倉儲業,從事經營租賃取酬之堆棧、棚棧、倉庫、保稅倉庫、冷凍冷藏倉庫等行業。
G,運輸、倉儲及通信業,G9,電信業,G901,第一類電信事業,G901011,第一類電信事業,依第一類電信事業之相關管理規則規定，經營固定通信網路業（市內電話業務、長途電話業務、國際電話業務、電路出租業務、寬頻交換通信業務及數據交換通信業務）；行動通信網路業務（數位式低功率無線電話業務、中繼式無線電話業務、行動數據通信業務、無線電叫人業務及行動電話業務、第三代行動通信業務及無線寬頻接取業務）；衛星通信網路業﹝衛星廣播電視節目中繼出租業務、衛星行動通信業務（包括衛星行動電話業務、衛星行動數據業務及衛星行動呼叫業務）及衛星固定通信業務（包括衛星電路出租業及衛星小型地球電台網路出租業務）﹞之行業。
G,運輸、倉儲及通信業,G9,電信業,G902,第二類電信事業,G902011,第二類電信事業,依電信法及第二類電信事業管理規則之規定，凡租用第一類電信事業之電信機線設備，或無電信機線及網路設備，經營語音單純轉售服務、網路電話服務、批發轉售服務（如門號、電話卡、公用電話等）、公司內部網路通信服務、語音會議服務、網際網路接取服務、頻寬轉售服務、存轉網路服務（如傳真存轉、交易服務、數據網路服務）、存取網路服務（如電話秘書、線上資訊接取、電子佈告欄、電子資料交換、統合訊息服務、電子文件服務、語音訊息、語音信箱服務）、視訊會議服務、數據交換通信服務【如X.25分封交換、數據通信（Frame Relay）、寬頻數據交換通信（ATM）】、付費語音資訊服務、行動轉售服務、行動轉售及加值服務、或其他電信服務之行業。
G,運輸、倉儲及通信業,GA,郵政業,GA01,郵政業,GA01010,郵政業,依郵政法之規定，經營遞送郵件、集郵及其相關商品等業務，暨其他經主管機關核淮之郵政相關業務。
H,金融、保險及不動產業,H1,金融業,H101,銀行業,H101021,商業銀行業,依銀行法之規定，經營商業銀行業務之機構。
H,金融、保險及不動產業,H1,金融業,H101,銀行業,H101041,信託投資公司業,依銀行法之規定，經營信託投資公司業務之機構。
H,金融、保險及不動產業,H1,金融業,H101,銀行業,H101051,工業銀行業,依銀行法之規定，經營工業銀行業務之機構。
H,金融、保險及不動產業,H1,金融業,H101,銀行業,H101061,農業銀行業,依銀行法之規定，經營農業銀行業務之機構。
H,金融、保險及不動產業,H1,金融業,H101,銀行業,H101081,中小企業銀行業,依銀行法之規定，經營中小企業銀行業務之機構。
