"統一編號","商業名稱","商業地址","登記狀態"
"10657048","利華盛商行","新北市淡水區自立路8之9號9樓","核准設立"
"10657048","利華盛商行","新竹市東區龍山里光復路一段五七六巷一六弄七之一號五樓﹝僅供辦公室使用﹞","核准設立"
"10723785","皇佳特產行","澎湖縣馬公市前寮里４０之１號１樓","歇業／撤銷"
"10745113","台勝食品行","臺南市安定區海寮里海寮201之26號1樓","核准設立"
"10745113","台勝食品行","臺南市安定區海寮里海寮201之26號1樓","核准設立"
"10827867","香傳肉類加工食品專賣店","臺東縣臺東市興國里復興路二三三號一樓之一","列入廢止中"
"10841805","裕樺企業行","臺南市善化區文昌里中正路141號1樓","歇業／撤銷"
"10851248","永興醬油食品廠","臺南市後壁區嘉田里上茄苳104之26號1樓","核准設立"
"10873398","東北麵實業社","臺南市東區虎尾里東成街99之1號1樓","核准設立"
"10883086","?品檳榔店","臺南市中西區民主里康樂街57號1樓","核准設立"
"12042808","吉田便當廠","南投縣南投市永豐里工業北路三三號","歇業／撤銷"
"13514354","富豪食品行","新北市新莊區中正路８２９巷５號","核准設立"
"13651390","富力連食品廠","臺南市中西區和真街19號1樓","歇業／撤銷"
"13651390","富力連食品廠","高雄市苓雅區凱旋３路８７３號１樓","遷他縣市"
"13694932","大學市商店","新北市中和區中山路３段１５９號","歇業／撤銷"
"13694932","大學市商店","新北市中和區中山路３段１５９號","停業"
"13734667","祥福順食品工廠","彰化縣永靖鄉永南村永西路２３５號","核准設立"
"13802849","玄明實業社","臺中市后里區義里里三豐路１８６巷５０號","歇業／撤銷"
"14197335","麥可町烘焙坊","臺東縣臺東市鐵花里新生路六十四號一樓","核准設立"
"14285371","中得食材行","臺中市大里區樹王里東興路５１０號","核准設立"
"14456120","松軒企業社","高雄市仁武區後安里後庄巷１４７弄１５之９號（營業所在地僅供辦公聯絡用）","核准設立"
"14499346","極品實業社","新北市新莊區化成路５號之７","核准設立"
"14658717","三川食品行","新北市三重區光華路５９號","歇業／撤銷"
"14792799","萬家醇企業社","臺中市大肚區王田里沙田路１段３２０巷３２之５號","歇業／撤銷"
"14806718","碧貞農特商行","臺中市大里區仁德里仁化路七五七號一樓","核准設立"
"14981659","冰鑽企業社","臺南市新化區太平里中正路651號1樓","核准設立"
"15533476","國豐貿易行","高雄市鳳山區輜汽路３號","核准設立"
"15680912","米堤食品行","臺中市神岡區神岡里中正路６２巷１２號（限一樓）","核准設立"
"15682897","慶憲食品工廠","臺中市太平區中興里永平路２段３０８號１‧２樓","歇業／撤銷"
"17070958","聖芳生化科技食品工廠","臺中市大雅區上楓里中正路一七二號之一","核准設立"
"17390896","汶阼蛋品行","臺中市神岡區岸裡里中山路214巷9-5號","核准設立"
"17667289","京泉食品廠","桃園市大溪區田心里中華路１４４號１樓","歇業／撤銷"
"17837138","宏味食品行","臺南市仁德區太子里長興二街43號1樓","歇業／撤銷"
"18009550","頂記企業社","高雄市岡山區協和里吉安街９８號１樓","核准設立"
"18009550","頂記企業社","高雄市岡山區協和里吉安街９８號１樓","核准設立"
"18232690","媽宮食品工廠","澎湖縣馬公市案山里文安路６５號","核准設立"
"18233375","幸福之家","澎湖縣馬公市東文里文山路８７號１樓","核准設立"
"18256398","沙魚煙大王店","新北市瑞芳區大寮路８９號","核准設立"
"18306616","水木魚漿店","基隆市仁愛區同風里孝二路二九巷二九號一樓","核准設立"
"18347095","光禾企業商行","雲林縣西螺鎮大新里大新路１４１號","停業"
"18355860","搶先食品行","臺中市太平區中興里永義路１３０號","停業"
"19360829","西市鄧肉圓老店","雲林縣斗六市光興里興北街88號","核准設立"
"19442370","沙魚?大王店","新北市瑞芳區建基路2段80號1樓","核准設立"
"19792592","西河企業社","臺南市仁德區新田里勝利路132巷10弄1號1樓","核准設立"
"21463738","德港科技開發洋行","雲林縣斗南鎮阿丹里阿丹151之5號","核准設立"
"21519917","來嘉企業社","新北市五股區中興路１段５７號１樓","歇業／撤銷"
"21942301","高玉食堂","臺南市南區大恩里國民路38號1、2樓","歇業／撤銷"
"24172559","源泰昌食品工廠","彰化縣北斗鎮西安里復興路８８３號","核准設立"
"24172559","源泰昌食品工廠","彰化縣北斗鎮西安里復興路８８３號","核准設立"
"25210263","新福燕餃行","苗栗縣竹南鎮崎頂里和仁街71巷15號","核准設立"
"25275933","福亨農產加工廠","南投縣仁愛鄉互助村中華路９５號","核准設立"
"25323816","林之泉冰水城","南投縣埔里鎮廣成里覆金路28-1號","核准設立"
"25357667","吉運食品行","彰化縣大城鄉永和村蔡厝巷２０號","核准設立"
"00348348","可佳食品行","高雄市前鎮區佛公路１２３巷１０號","核准設立"
"01976582","虎林食品行","新北市三重區中正北路２５巷２１號１樓","核准設立"
"02076125","穎鴻食品工廠","新北市五股區中興路?0段?0７９巷２號","歇業／撤銷"
"02118005","尚豐企業社","新北市八里區忠孝路187號(1樓)","核准設立"
"02194410","恩捷食品廠","新北市泰山區壽山路?0３?7巷?0９號?0樓","歇業／撤銷"
"02315224","五福豆腐","新北市土城區明?街14號6樓","核准設立"
"02356408","壹貳壹貳企業社","新北市新莊區福樂街118巷17號3樓","歇業／撤銷"
"02440052","呷天下台灣小吃店","新北市萬里區大鵬里萬里加投288之19號A","核准設立"
"05849503","宏明企業社","臺中市大里區樹王里樹王路５０－６－７號１樓","歇業／撤銷"
"06122347","大順養菌園","南投縣埔里鎮桃米里桃米巷二九之二號","核准設立"
"06187642","坤詮企業社","雲林縣水林鄉蘇秦村順安路一一之一號","核准設立"
"06187713","慶豐食品廠","雲林縣元長鄉西莊村西庄路一八號","核准設立"
"06190267","大倫肉品加工廠","雲林縣水林鄉西井村西井路四一號","歇業／撤銷"
"06200883","三統食品廠","雲林縣四湖鄉內湖村三塊厝三四號","歇業／撤銷"
"06499764","尚新食品行","臺南市安南區幸福里府安路6段103巷96號","歇業／撤銷"
"06518880","南王食品行","臺南市安南區淵中里安中路4段154巷58弄7號1樓","歇業／撤銷"
"06929814","陳品潔生技興業社","高雄市新興區大明里中正４路５３號４樓之１２","停業"
"07941739","新強行","高雄市岡山區嘉興里嘉興路２３１巷５６號","歇業／撤銷"
"07946642","尚品商行","高雄市岡山區竹圍里大仁北路１４７號１樓","核准設立"
"08433141","台一便當廠","臺南市仁德區保安里車路墘54之36號","歇業／撤銷"
"08551391","峰聯食品行","新北市板橋區國慶路７號之３","停業"
"08551391","峰聯食品行","新北市板橋區國慶路７號之３","停業"
"08798346","艾蜜奇餐飲","苗栗縣竹南鎮中港里12鄰環市路2段11號","歇業／撤銷"
"09232797","新盛農產行","南投縣中寮鄉永福村仙峰巷８０號（僅供辦公室使用現場不得堆棧）","歇業／撤銷"
"09567863","駿慶生化科技廠","臺南市永康區尚頂里正南一街45號","核准設立"
"09804373","昕鴻企業社","新北市三重區中興北街２４號１樓","歇業／撤銷"
"10116521","翊芳珍食品行","臺南市仁德區太子里太子路40號1樓","核准設立"
"10116521","翊芳珍食品行","臺南市仁德區太子里太子路40號1樓","核准設立"
"10173753","禾豐企業社","嘉義縣梅山鄉梅北村吉祥街８３號","核准設立"
"10287854","首席企業行","高雄市前金區文武2街86之3號","核准設立"
"10515273","禾宴滷味店","新北市三重區中興北街104巷19號","核准設立"
"10727213","?鑽農坊","臺南市麻豆區安東里安業49之1號1樓","核准設立"
"10732216","東盟食品企業社","臺南市永康區崑山里大灣路891巷43號1樓","歇業／撤銷"
"10781665","許氏食品行","高雄市鳥松區仁美里美山路３６巷１之４０號","核准設立"
"10821955","平閎食品行","臺南市南區彰南里新忠路1之1號","核准設立"
"10829295","禾盛企業社","臺南市安南區州南里北安路4段175巷10號","核准設立"
"10843450","聖祥素食加工廠","臺南市永康區東橋里中正路217巷3弄11號","核准設立"
"10844319","元福製餡工廠","臺南市麻豆區麻口里麻豆口5之10號","核准設立"
"10864686","玉豐食品行","臺南市安南區國安里國安街210巷193號1樓","核准設立"
"10960365","訂製美麗企業社","彰化縣埔心鄉瓦中村東明路168巷12號","停業"
"10960365","訂製美麗企業社","彰化縣埔心鄉瓦中村東明路168巷12號","停業"
"13204203","新禾食品廠","臺南市永康區永康里西勢路718號1樓","核准設立"
"13255151","全勝事務機器行","桃園市龜山區南上里民生北路１段１３６號１樓","歇業／撤銷"
"13336534","三可實業社","高雄市岡山區嘉興里興北巷６２弄１２號１樓","核准設立"
