"admin","R_cat","P_cat","M_cat","max_cat"
"¤¤¥¡¨½16¾F",34,25,3,"R_cat"
"¤¤¥¡¨½17¾F",28,5,2,"R_cat"
"¤¤¥¡¨½18¾F",3,0,0,"R_cat"
"¤¤¥¡¨½19¾F",27,10,4,"R_cat"
"¤¤¥¡¨½1¾F",72,30,17,"R_cat"
"¤¤¥¡¨½20¾F",6,1,1,"R_cat"
"¤¤¥¡¨½21¾F",3,0,0,"R_cat"
"¤¤¥¡¨½22¾F",2,3,1,"P_cat"
"¤¤¥¡¨½23¾F",4,0,1,"R_cat"
"¤¤¥¡¨½24¾F",8,3,1,"R_cat"
"¤¤¥¡¨½25¾F",5,2,1,"R_cat"
"¤¤¥¡¨½26¾F",1,0,0,"R_cat"
"¤¤¥¡¨½27¾F",2,2,2,"P_cat"
"¤¤¥¡¨½28¾F",2,2,0,"R_cat"
"¤¤¥¡¨½2¾F",187,114,20,"R_cat"
"¤¤¥¡¨½3¾F",8,0,0,"R_cat"
"¤¤¥¡¨½4¾F",135,76,17,"R_cat"
"¤¤¥¡¨½5¾F",75,43,12,"R_cat"
"¤¤¥¡¨½6¾F",37,3,3,"R_cat"
"¤¤¥¡¨½7¾F",7,2,1,"R_cat"
"¤¤¥¡¨½8¾F",140,40,23,"R_cat"
"¤¤¥¡¨½9¾F",17,1,2,"R_cat"
"¤¤¥¿¨½10¾F",9,4,1,"R_cat"
"¤¤¥¿¨½11¾F",65,40,7,"R_cat"
"¤¤¥¿¨½12¾F",17,2,1,"R_cat"
"¤¤¥¿¨½13¾F",22,14,3,"R_cat"
"¤¤¥¿¨½14¾F",44,38,12,"R_cat"
"¤¤¥¿¨½15¾F",7,0,0,"R_cat"
"¤¤¥¿¨½16¾F",37,25,3,"R_cat"
"¤¤¥¿¨½17¾F",2,5,1,"P_cat"
"¤¤¥¿¨½18¾F",8,2,0,"R_cat"
"¤¤¥¿¨½19¾F",9,3,2,"R_cat"
"¤¤¥¿¨½1¾F",124,103,15,"R_cat"
"¤¤¥¿¨½20¾F",111,62,12,"R_cat"
"¤¤¥¿¨½21¾F",101,77,11,"R_cat"
"¤¤¥¿¨½22¾F",49,44,5,"R_cat"
"¤¤¥¿¨½23¾F",10,2,0,"R_cat"
"¤¤¥¿¨½24¾F",78,48,7,"R_cat"
"¤¤¥¿¨½25¾F",7,6,0,"R_cat"
"¤¤¥¿¨½26¾F",281,189,26,"R_cat"
"¤¤¥¿¨½27¾F",20,13,4,"R_cat"
"¤¤¥¿¨½28¾F",6,0,2,"R_cat"
"¤¤¥¿¨½29¾F",12,8,3,"R_cat"
"¤¤¥¿¨½2¾F",25,19,6,"R_cat"
"¤¤¥¿¨½30¾F",27,13,1,"R_cat"
"¤¤¥¿¨½31¾F",75,69,11,"R_cat"
"¤¤¥¿¨½32¾F",112,109,15,"R_cat"
"¤¤¥¿¨½33¾F",15,3,2,"R_cat"
"¤¤¥¿¨½34¾F",8,5,1,"R_cat"
"¤¤¥¿¨½3¾F",5,1,0,"R_cat"
"¤¤¥¿¨½4¾F",10,2,0,"R_cat"
"¤¤¥¿¨½5¾F",2,1,0,"R_cat"
"¤¤¥¿¨½6¾F",1,4,0,"P_cat"
"¤¤¥¿¨½7¾F",3,0,0,"R_cat"
"¤¤¥¿¨½8¾F",4,2,3,"R_cat"
"¤¤¥¿¨½9¾F",6,1,0,"R_cat"
"¤¤¦N¨½10¾F",68,38,9,"R_cat"
"¤¤¦N¨½11¾F",34,17,5,"R_cat"
"¤¤¦N¨½12¾F",17,8,3,"R_cat"
"¤¤¦N¨½13¾F",22,11,5,"R_cat"
"¤¤¦N¨½14¾F",48,29,5,"R_cat"
"¤¤¦N¨½16¾F",3,1,0,"R_cat"
"¤¤¦N¨½17¾F",14,11,2,"R_cat"
"¤¤¦N¨½18¾F",4,2,1,"R_cat"
"¤¤¦N¨½19¾F",50,37,8,"R_cat"
"¤¤¦N¨½1¾F",178,145,16,"R_cat"
"¤¤¦N¨½20¾F",3,0,1,"R_cat"
"¤¤¦N¨½21¾F",109,72,22,"R_cat"
"¤¤¦N¨½22¾F",8,3,2,"R_cat"
"¤¤¦N¨½23¾F",19,7,2,"R_cat"
"¤¤¦N¨½24¾F",10,2,1,"R_cat"
"¤¤¦N¨½2¾F",13,3,1,"R_cat"
"¤¤¦N¨½3¾F",12,2,2,"R_cat"
"¤¤¦N¨½4¾F",16,8,0,"R_cat"
"¤¤¦N¨½5¾F",14,3,1,"R_cat"
"¤¤¦N¨½6¾F",50,25,4,"R_cat"
"¤¤¦N¨½7¾F",4,1,0,"R_cat"
"¤¤¦N¨½8¾F",99,70,10,"R_cat"
"¤¤¦N¨½9¾F",24,7,5,"R_cat"
"¤¤ÉÜ¨½10¾F",25,10,3,"R_cat"
"¤¤ÉÜ¨½11¾F",13,3,0,"R_cat"
"¤¤ÉÜ¨½12¾F",9,1,2,"R_cat"
"¤¤ÉÜ¨½13¾F",6,6,1,"R_cat"
"¤¤ÉÜ¨½14¾F",4,2,2,"R_cat"
"¤¤ÉÜ¨½15¾F",26,5,4,"R_cat"
"¤¤ÉÜ¨½16¾F",25,5,9,"R_cat"
"¤¤ÉÜ¨½17¾F",22,14,4,"R_cat"
"¤¤ÉÜ¨½18¾F",19,4,3,"R_cat"
"¤¤ÉÜ¨½19¾F",10,5,1,"R_cat"
"¤¤ÉÜ¨½1¾F",7,3,0,"R_cat"
"¤¤ÉÜ¨½20¾F",11,3,1,"R_cat"
"¤¤ÉÜ¨½21¾F",81,57,12,"R_cat"
"¤¤ÉÜ¨½2¾F",9,6,1,"R_cat"
"¤¤ÉÜ¨½3¾F",20,4,6,"R_cat"
"¤¤ÉÜ¨½4¾F",5,1,1,"R_cat"
"¤¤ÉÜ¨½5¾F",12,6,3,"R_cat"
"¤¤ÉÜ¨½6¾F",23,3,3,"R_cat"
"¤¤ÉÜ¨½7¾F",24,16,5,"R_cat"
"¤¤ÉÜ¨½8¾F",24,6,3,"R_cat"
"¤¤ÉÜ¨½9¾F",15,5,1,"R_cat"
"¤¤¦æ¨½10¾F",3,0,1,"R_cat"
"¤¤¦æ¨½11¾F",8,0,2,"R_cat"
"¤¤¦æ¨½12¾F",12,5,0,"R_cat"
"¤¤¦æ¨½13¾F",1,1,0,"R_cat"
"¤¤¦æ¨½14¾F",2,0,1,"R_cat"
"¤¤¦æ¨½15¾F",2,4,1,"P_cat"
"¤¤¦æ¨½17¾F",1,1,0,"R_cat"
"¤¤¦æ¨½18¾F",5,1,0,"R_cat"
"¤¤¦æ¨½19¾F",4,1,1,"R_cat"
"¤¤¦æ¨½1¾F",2,1,0,"R_cat"
"¤¤¦æ¨½20¾F",9,1,0,"R_cat"
"¤¤¦æ¨½21¾F",1,1,0,"P_cat"
"¤¤¦æ¨½24¾F",5,2,0,"R_cat"
"¤¤¦æ¨½25¾F",1,0,0,"R_cat"
"¤¤¦æ¨½26¾F",8,2,0,"R_cat"
"¤¤¦æ¨½27¾F",7,2,2,"R_cat"
"¤¤¦æ¨½28¾F",6,3,2,"R_cat"
"¤¤¦æ¨½29¾F",10,4,3,"R_cat"
"¤¤¦æ¨½2¾F",11,5,1,"R_cat"
"¤¤¦æ¨½30¾F",2,0,0,"R_cat"
"¤¤¦æ¨½31¾F",3,1,0,"R_cat"
"¤¤¦æ¨½32¾F",4,0,0,"R_cat"
"¤¤¦æ¨½3¾F",8,0,2,"R_cat"
"¤¤¦æ¨½4¾F",6,3,3,"R_cat"
"¤¤¦æ¨½5¾F",3,1,1,"R_cat"
"¤¤¦æ¨½6¾F",4,3,0,"R_cat"
"¤¤¦æ¨½8¾F",2,1,0,"R_cat"
"¤¤¦æ¨½9¾F",2,0,1,"R_cat"
"¤¤©M¨½10¾F",4,1,0,"R_cat"
"¤¤©M¨½12¾F",1,1,0,"R_cat"
"¤¤©M¨½13¾F",1,0,0,"R_cat"
"¤¤©M¨½16¾F",0,1,0,"P_cat"
"¤¤©M¨½17¾F",1,0,0,"R_cat"
"¤¤©M¨½18¾F",2,1,0,"R_cat"
"¤¤©M¨½1¾F",6,1,0,"R_cat"
"¤¤©M¨½2¾F",3,0,0,"R_cat"
"¤¤©M¨½3¾F",4,0,0,"R_cat"
"¤¤©M¨½4¾F",5,2,0,"R_cat"
"¤¤©M¨½5¾F",1,0,0,"R_cat"
"¤¤©M¨½6¾F",2,0,0,"R_cat"
"¤¤©M¨½7¾F",2,0,0,"R_cat"
"¤¤©M¨½8¾F",7,2,1,"R_cat"
"¤¤©M¨½9¾F",4,2,0,"R_cat"
"¤¤©Y¨½10¾F",3,3,1,"R_cat"
"¤¤©Y¨½11¾F",3,1,1,"R_cat"
"¤¤©Y¨½12¾F",5,3,1,"R_cat"
"¤¤©Y¨½13¾F",8,2,1,"R_cat"
"¤¤©Y¨½14¾F",9,2,2,"R_cat"
"¤¤©Y¨½15¾F",2,1,0,"R_cat"
"¤¤©Y¨½16¾F",6,1,1,"R_cat"
"¤¤©Y¨½1¾F",12,7,6,"R_cat"
"¤¤©Y¨½2¾F",1,0,0,"R_cat"
"¤¤©Y¨½3¾F",3,0,1,"R_cat"
"¤¤©Y¨½4¾F",1,1,3,"M_cat"
"¤¤©Y¨½5¾F",7,1,2,"R_cat"
"¤¤©Y¨½6¾F",3,1,2,"R_cat"
"¤¤©Y¨½7¾F",4,3,1,"R_cat"
"¤¤©Y¨½8¾F",2,0,0,"R_cat"
"¤¤©Y¨½9¾F",2,0,0,"R_cat"
"¤¤«n¨½10¾F",6,0,2,"R_cat"
"¤¤«n¨½12¾F",1,0,2,"M_cat"
"¤¤«n¨½13¾F",7,2,2,"R_cat"
"¤¤«n¨½14¾F",0,2,1,"P_cat"
"¤¤«n¨½15¾F",6,3,1,"R_cat"
"¤¤«n¨½17¾F",4,0,1,"R_cat"
"¤¤«n¨½18¾F",6,2,0,"R_cat"
"¤¤«n¨½19¾F",8,3,0,"R_cat"
"¤¤«n¨½1¾F",2,0,0,"R_cat"
"¤¤«n¨½20¾F",3,0,2,"R_cat"
"¤¤«n¨½21¾F",1,2,0,"P_cat"
"¤¤«n¨½22¾F",0,1,0,"P_cat"
"¤¤«n¨½23¾F",4,3,2,"R_cat"
"¤¤«n¨½24¾F",16,7,5,"R_cat"
"¤¤«n¨½2¾F",2,1,0,"R_cat"
"¤¤«n¨½3¾F",5,0,2,"R_cat"
"¤¤«n¨½4¾F",4,1,0,"R_cat"
"¤¤«n¨½6¾F",1,0,0,"R_cat"
"¤¤«n¨½7¾F",3,0,1,"R_cat"
"¤¤«n¨½8¾F",2,0,1,"R_cat"
"¤¤«n¨½9¾F",9,1,2,"R_cat"
"¤¤¬ã¨½11¾F",1,0,0,"R_cat"
"¤¤¬ã¨½12¾F",3,2,1,"R_cat"
"¤¤¬ã¨½13¾F",8,3,4,"R_cat"
"¤¤¬ã¨½14¾F",7,2,5,"R_cat"
"¤¤¬ã¨½15¾F",4,1,2,"R_cat"
"¤¤¬ã¨½16¾F",0,0,1,"M_cat"
"¤¤¬ã¨½18¾F",1,0,1,"M_cat"
"¤¤¬ã¨½19¾F",3,0,1,"R_cat"
"¤¤¬ã¨½1¾F",6,1,0,"R_cat"
"¤¤¬ã¨½20¾F",7,1,0,"R_cat"
"¤¤¬ã¨½21¾F",8,1,0,"R_cat"
"¤¤¬ã¨½22¾F",7,1,0,"R_cat"
"¤¤¬ã¨½23¾F",3,2,2,"R_cat"
"¤¤¬ã¨½24¾F",5,2,1,"R_cat"
"¤¤¬ã¨½25¾F",1,0,1,"M_cat"
"¤¤¬ã¨½26¾F",4,2,0,"R_cat"
"¤¤¬ã¨½27¾F",5,4,1,"R_cat"
"¤¤¬ã¨½28¾F",1,0,0,"R_cat"
"¤¤¬ã¨½29¾F",1,2,0,"P_cat"
"¤¤¬ã¨½2¾F",6,0,2,"R_cat"
"¤¤¬ã¨½31¾F",2,2,0,"P_cat"
"¤¤¬ã¨½32¾F",9,5,0,"R_cat"
"¤¤¬ã¨½33¾F",9,5,0,"R_cat"
"¤¤¬ã¨½34¾F",1,0,2,"M_cat"
"¤¤¬ã¨½3¾F",3,2,0,"R_cat"
"¤¤¬ã¨½4¾F",4,2,0,"R_cat"
"¤¤¬ã¨½6¾F",2,1,0,"R_cat"
"¤¤¬ã¨½8¾F",2,1,0,"R_cat"
"¤¤¬ã¨½9¾F",15,5,2,"R_cat"
"¤¤­ì¨½10¾F",25,8,4,"R_cat"
"¤¤­ì¨½11¾F",34,6,6,"R_cat"
"¤¤­ì¨½12¾F",14,11,2,"R_cat"
"¤¤­ì¨½13¾F",17,9,1,"R_cat"
"¤¤­ì¨½14¾F",41,32,9,"R_cat"
"¤¤­ì¨½15¾F",12,2,0,"R_cat"
"¤¤­ì¨½16¾F",1,0,0,"R_cat"
"¤¤­ì¨½17¾F",7,4,2,"R_cat"
"¤¤­ì¨½18¾F",9,2,3,"R_cat"
"¤¤­ì¨½1¾F",21,11,1,"R_cat"
"¤¤­ì¨½2¾F",35,14,7,"R_cat"
"¤¤­ì¨½3¾F",12,7,4,"R_cat"
"¤¤­ì¨½4¾F",13,2,0,"R_cat"
"¤¤­ì¨½5¾F",46,29,8,"R_cat"
"¤¤­ì¨½6¾F",44,25,6,"R_cat"
"¤¤­ì¨½7¾F",28,11,7,"R_cat"
"¤¤­ì¨½8¾F",20,13,2,"R_cat"
"¤¤­ì¨½9¾F",16,7,4,"R_cat"
"¤¤±[¨½10¾F",6,1,0,"R_cat"
"¤¤±[¨½11¾F",2,4,0,"P_cat"
"¤¤±[¨½12¾F",3,1,1,"R_cat"
"¤¤±[¨½13¾F",1,0,0,"R_cat"
"¤¤±[¨½14¾F",4,0,2,"R_cat"
"¤¤±[¨½15¾F",20,2,6,"R_cat"
"¤¤±[¨½16¾F",5,2,0,"R_cat"
"¤¤±[¨½17¾F",3,3,0,"R_cat"
"¤¤±[¨½18¾F",5,3,0,"R_cat"
"¤¤±[¨½1¾F",72,51,14,"R_cat"
"¤¤±[¨½2¾F",35,31,3,"R_cat"
"¤¤±[¨½3¾F",7,1,0,"R_cat"
"¤¤±[¨½4¾F",49,21,9,"R_cat"
"¤¤±[¨½5¾F",6,4,0,"R_cat"
"¤¤±[¨½6¾F",99,77,12,"R_cat"
"¤¤±[¨½7¾F",35,28,9,"R_cat"
"¤¤±[¨½8¾F",8,6,0,"R_cat"
"¤¤±[¨½9¾F",7,5,0,"R_cat"
"¤¤±e¨½10¾F",10,0,0,"R_cat"
"¤¤±e¨½12¾F",4,0,0,"R_cat"
"¤¤±e¨½13¾F",18,5,6,"R_cat"
"¤¤±e¨½14¾F",4,1,4,"M_cat"
"¤¤±e¨½15¾F",8,2,0,"R_cat"
"¤¤±e¨½1¾F",10,3,2,"R_cat"
"¤¤±e¨½2¾F",8,1,0,"R_cat"
"¤¤±e¨½3¾F",20,3,2,"R_cat"
"¤¤±e¨½4¾F",10,2,2,"R_cat"
"¤¤±e¨½5¾F",8,2,1,"R_cat"
"¤¤±e¨½6¾F",2,1,0,"R_cat"
"¤¤±e¨½7¾F",7,1,0,"R_cat"
"¤¤±e¨½8¾F",1,0,1,"R_cat"
"¤¤±e¨½9¾F",5,3,0,"R_cat"
"¤¤µØ¨½10¾F",11,5,0,"R_cat"
"¤¤µØ¨½11¾F",195,153,33,"R_cat"
"¤¤µØ¨½12¾F",26,12,8,"R_cat"
"¤¤µØ¨½13¾F",3,1,0,"R_cat"
"¤¤µØ¨½14¾F",2,1,0,"R_cat"
"¤¤µØ¨½15¾F",3,1,0,"R_cat"
"¤¤µØ¨½16¾F",34,20,13,"R_cat"
"¤¤µØ¨½17¾F",14,2,0,"R_cat"
"¤¤µØ¨½18¾F",14,5,1,"R_cat"
"¤¤µØ¨½19¾F",10,3,0,"R_cat"
"¤¤µØ¨½20¾F",10,4,2,"R_cat"
"¤¤µØ¨½21¾F",0,1,0,"P_cat"
"¤¤µØ¨½22¾F",1,1,0,"R_cat"
"¤¤µØ¨½24¾F",9,2,2,"R_cat"
"¤¤µØ¨½25¾F",9,0,1,"R_cat"
"¤¤µØ¨½2¾F",1,2,0,"P_cat"
"¤¤µØ¨½3¾F",4,1,1,"R_cat"
"¤¤µØ¨½4¾F",61,65,10,"P_cat"
"¤¤µØ¨½5¾F",3,4,0,"P_cat"
"¤¤µØ¨½6¾F",1,3,1,"P_cat"
"¤¤µØ¨½7¾F",2,2,0,"R_cat"
"¤¤µØ¨½8¾F",4,3,1,"R_cat"
"¤¤µØ¨½9¾F",7,11,3,"P_cat"
"¤¤¿³¨½10¾F",7,2,1,"R_cat"
"¤¤¿³¨½11¾F",61,33,13,"R_cat"
"¤¤¿³¨½12¾F",40,38,5,"R_cat"
"¤¤¿³¨½13¾F",44,42,10,"R_cat"
"¤¤¿³¨½14¾F",9,14,4,"P_cat"
"¤¤¿³¨½1¾F",117,78,14,"R_cat"
"¤¤¿³¨½2¾F",249,204,24,"R_cat"
"¤¤¿³¨½3¾F",92,78,13,"R_cat"
"¤¤¿³¨½4¾F",2,0,0,"R_cat"
"¤¤¿³¨½5¾F",1,0,0,"R_cat"
"¤¤¿³¨½6¾F",38,21,5,"R_cat"
"¤¤¿³¨½7¾F",55,49,7,"R_cat"
"¤¤¿³¨½8¾F",21,2,2,"R_cat"
"¤¤¿³¨½9¾F",370,349,54,"R_cat"
"¤­¤À¨½10¾F",13,2,2,"R_cat"
"¤­¤À¨½11¾F",7,2,1,"R_cat"
"¤­¤À¨½12¾F",9,3,1,"R_cat"
"¤­¤À¨½13¾F",9,1,2,"R_cat"
"¤­¤À¨½14¾F",1,1,0,"R_cat"
"¤­¤À¨½15¾F",4,1,0,"R_cat"
"¤­¤À¨½16¾F",5,0,0,"R_cat"
"¤­¤À¨½17¾F",2,0,0,"R_cat"
"¤­¤À¨½18¾F",1,1,0,"P_cat"
"¤­¤À¨½19¾F",4,3,1,"R_cat"
"¤­¤À¨½1¾F",5,2,1,"R_cat"
"¤­¤À¨½20¾F",2,1,1,"R_cat"
"¤­¤À¨½21¾F",4,2,2,"R_cat"
"¤­¤À¨½22¾F",0,0,2,"M_cat"
"¤­¤À¨½23¾F",3,0,0,"R_cat"
"¤­¤À¨½24¾F",1,4,1,"P_cat"
"¤­¤À¨½25¾F",1,1,1,"M_cat"
"¤­¤À¨½26¾F",4,3,0,"R_cat"
"¤­¤À¨½27¾F",4,0,2,"R_cat"
"¤­¤À¨½28¾F",8,1,1,"R_cat"
"¤­¤À¨½29¾F",2,0,0,"R_cat"
"¤­¤À¨½2¾F",3,0,1,"R_cat"
"¤­¤À¨½30¾F",2,1,0,"R_cat"
"¤­¤À¨½31¾F",0,1,0,"P_cat"
"¤­¤À¨½32¾F",1,0,1,"M_cat"
"¤­¤À¨½33¾F",2,2,1,"R_cat"
"¤­¤À¨½34¾F",2,0,1,"R_cat"
"¤­¤À¨½3¾F",15,0,0,"R_cat"
"¤­¤À¨½4¾F",7,1,1,"R_cat"
"¤­¤À¨½5¾F",3,0,0,"R_cat"
"¤­¤À¨½6¾F",4,3,0,"R_cat"
"¤­¤À¨½7¾F",6,1,0,"R_cat"
"¤­¤À¨½8¾F",10,1,1,"R_cat"
"¤­¤À¨½9¾F",13,3,0,"R_cat"
"¤­¥þ¨½10¾F",10,1,1,"R_cat"
"¤­¥þ¨½11¾F",4,2,0,"R_cat"
"¤­¥þ¨½12¾F",6,2,1,"R_cat"
"¤­¥þ¨½13¾F",1,0,0,"R_cat"
"¤­¥þ¨½14¾F",4,1,1,"R_cat"
"¤­¥þ¨½15¾F",8,2,1,"R_cat"
"¤­¥þ¨½16¾F",4,1,1,"R_cat"
"¤­¥þ¨½17¾F",6,1,0,"R_cat"
"¤­¥þ¨½18¾F",2,2,0,"R_cat"
"¤­¥þ¨½19¾F",4,1,0,"R_cat"
"¤­¥þ¨½1¾F",12,3,3,"R_cat"
"¤­¥þ¨½20¾F",0,0,1,"M_cat"
"¤­¥þ¨½21¾F",0,1,0,"P_cat"
"¤­¥þ¨½22¾F",2,2,2,"P_cat"
"¤­¥þ¨½2¾F",4,2,1,"R_cat"
"¤­¥þ¨½3¾F",9,5,2,"R_cat"
"¤­¥þ¨½4¾F",3,1,0,"R_cat"
"¤­¥þ¨½5¾F",17,10,1,"R_cat"
"¤­¥þ¨½6¾F",30,15,3,"R_cat"
"¤­¥þ¨½7¾F",5,1,1,"R_cat"
"¤­¥þ¨½8¾F",3,2,0,"R_cat"
"¤­¥þ¨½9¾F",5,1,0,"R_cat"
"¤­±`¨½10¾F",3,2,1,"R_cat"
"¤­±`¨½11¾F",12,1,3,"R_cat"
"¤­±`¨½12¾F",9,3,2,"R_cat"
"¤­±`¨½13¾F",17,11,1,"R_cat"
"¤­±`¨½14¾F",26,13,11,"R_cat"
"¤­±`¨½15¾F",72,65,12,"R_cat"
"¤­±`¨½1¾F",12,1,2,"R_cat"
"¤­±`¨½2¾F",1,1,0,"R_cat"
"¤­±`¨½3¾F",2,0,0,"R_cat"
"¤­±`¨½4¾F",19,3,5,"R_cat"
"¤­±`¨½5¾F",2,0,0,"R_cat"
"¤­±`¨½6¾F",4,2,1,"R_cat"
"¤­±`¨½7¾F",1,2,0,"P_cat"
"¤­±`¨½8¾F",1,0,0,"R_cat"
"¤­±`¨½9¾F",2,0,0,"R_cat"
"¤¯«i¨½10¾F",10,1,0,"R_cat"
"¤¯«i¨½11¾F",15,9,0,"R_cat"
"¤¯«i¨½12¾F",12,3,1,"R_cat"
"¤¯«i¨½13¾F",8,0,0,"R_cat"
"¤¯«i¨½14¾F",4,0,1,"R_cat"
"¤¯«i¨½15¾F",1,0,0,"R_cat"
"¤¯«i¨½16¾F",5,1,0,"R_cat"
"¤¯«i¨½17¾F",1,0,0,"R_cat"
"¤¯«i¨½1¾F",16,1,2,"R_cat"
"¤¯«i¨½2¾F",17,2,1,"R_cat"
"¤¯«i¨½3¾F",3,0,0,"R_cat"
"¤¯«i¨½4¾F",16,3,0,"R_cat"
"¤¯«i¨½5¾F",30,1,0,"R_cat"
"¤¯«i¨½6¾F",17,0,0,"R_cat"
"¤¯«i¨½7¾F",16,4,0,"R_cat"
"¤¯«i¨½8¾F",23,2,0,"R_cat"
"¤¯«i¨½9¾F",22,3,1,"R_cat"
"¤¯·R¨½10¾F",29,26,8,"R_cat"
"¤¯·R¨½11¾F",58,34,6,"R_cat"
"¤¯·R¨½12¾F",14,7,1,"R_cat"
"¤¯·R¨½13¾F",22,9,3,"R_cat"
"¤¯·R¨½14¾F",20,8,3,"R_cat"
"¤¯·R¨½15¾F",8,0,0,"R_cat"
"¤¯·R¨½16¾F",16,1,0,"R_cat"
"¤¯·R¨½17¾F",19,12,3,"R_cat"
"¤¯·R¨½18¾F",59,41,6,"R_cat"
"¤¯·R¨½19¾F",11,1,0,"R_cat"
"¤¯·R¨½1¾F",54,26,3,"R_cat"
"¤¯·R¨½20¾F",13,3,0,"R_cat"
"¤¯·R¨½21¾F",10,2,1,"R_cat"
"¤¯·R¨½22¾F",56,29,12,"R_cat"
"¤¯·R¨½23¾F",25,14,3,"R_cat"
"¤¯·R¨½2¾F",57,48,8,"R_cat"
"¤¯·R¨½3¾F",36,19,4,"R_cat"
"¤¯·R¨½4¾F",9,5,0,"R_cat"
"¤¯·R¨½5¾F",49,30,4,"R_cat"
"¤¯·R¨½6¾F",40,20,4,"R_cat"
"¤¯·R¨½7¾F",32,12,5,"R_cat"
"¤¯·R¨½8¾F",14,5,0,"R_cat"
"¤¯·R¨½9¾F",5,5,2,"R_cat"
"¤¯·O¨½10¾F",10,5,2,"R_cat"
"¤¯·O¨½11¾F",76,49,8,"R_cat"
"¤¯·O¨½12¾F",20,9,8,"R_cat"
"¤¯·O¨½13¾F",18,12,0,"R_cat"
"¤¯·O¨½14¾F",13,10,9,"R_cat"
"¤¯·O¨½15¾F",44,20,6,"R_cat"
"¤¯·O¨½16¾F",117,76,23,"R_cat"
"¤¯·O¨½17¾F",6,0,3,"R_cat"
"¤¯·O¨½1¾F",32,31,9,"R_cat"
"¤¯·O¨½2¾F",31,21,6,"R_cat"
"¤¯·O¨½3¾F",62,36,10,"R_cat"
"¤¯·O¨½4¾F",10,3,1,"R_cat"
"¤¯·O¨½5¾F",9,1,1,"R_cat"
"¤¯·O¨½6¾F",7,1,0,"R_cat"
"¤¯·O¨½7¾F",12,18,6,"P_cat"
"¤¯·O¨½8¾F",14,3,0,"R_cat"
"¤¯·O¨½9¾F",15,6,0,"R_cat"
"¤¯ºÖ¨½10¾F",2,2,1,"P_cat"
"¤¯ºÖ¨½12¾F",0,0,1,"M_cat"
"¤¯ºÖ¨½13¾F",2,0,1,"R_cat"
"¤¯ºÖ¨½15¾F",1,0,0,"R_cat"
"¤¯ºÖ¨½1¾F",2,0,0,"R_cat"
"¤¯ºÖ¨½2¾F",1,1,1,"M_cat"
"¤¯ºÖ¨½3¾F",2,0,1,"R_cat"
"¤¯ºÖ¨½4¾F",1,1,0,"P_cat"
"¤¯ºÖ¨½5¾F",4,0,2,"R_cat"
"¤¯ºÖ¨½6¾F",3,2,1,"R_cat"
"¤¯ºÖ¨½7¾F",6,4,0,"R_cat"
"¤¯ºÖ¨½9¾F",1,1,0,"R_cat"
"¤¯¼w¨½10¾F",11,3,0,"R_cat"
"¤¯¼w¨½11¾F",22,11,6,"R_cat"
"¤¯¼w¨½12¾F",7,4,2,"R_cat"
"¤¯¼w¨½13¾F",11,4,2,"R_cat"
"¤¯¼w¨½14¾F",11,8,0,"R_cat"
"¤¯¼w¨½15¾F",7,8,0,"P_cat"
"¤¯¼w¨½16¾F",13,4,1,"R_cat"
"¤¯¼w¨½17¾F",15,5,3,"R_cat"
"¤¯¼w¨½18¾F",12,7,3,"R_cat"
"¤¯¼w¨½1¾F",14,6,4,"R_cat"
"¤¯¼w¨½2¾F",6,6,1,"P_cat"
"¤¯¼w¨½3¾F",2,2,0,"R_cat"
"¤¯¼w¨½4¾F",7,5,2,"R_cat"
"¤¯¼w¨½5¾F",11,7,1,"R_cat"
"¤¯¼w¨½6¾F",17,4,3,"R_cat"
"¤¯¼w¨½7¾F",3,1,2,"R_cat"
"¤¯¼w¨½8¾F",7,3,3,"R_cat"
"¤¯¼w¨½9¾F",5,3,0,"R_cat"
"¤¶¹Ø¨½10¾F",3,3,2,"R_cat"
"¤¶¹Ø¨½11¾F",5,4,0,"R_cat"
"¤¶¹Ø¨½12¾F",9,10,4,"P_cat"
"¤¶¹Ø¨½13¾F",13,5,3,"R_cat"
"¤¶¹Ø¨½14¾F",4,2,1,"R_cat"
"¤¶¹Ø¨½15¾F",2,5,0,"P_cat"
"¤¶¹Ø¨½16¾F",6,4,5,"R_cat"
"¤¶¹Ø¨½17¾F",2,2,0,"P_cat"
"¤¶¹Ø¨½18¾F",10,1,2,"R_cat"
"¤¶¹Ø¨½19¾F",4,1,0,"R_cat"
"¤¶¹Ø¨½1¾F",3,1,0,"R_cat"
"¤¶¹Ø¨½20¾F",9,2,4,"R_cat"
"¤¶¹Ø¨½21¾F",8,4,1,"R_cat"
"¤¶¹Ø¨½2¾F",2,0,0,"R_cat"
"¤¶¹Ø¨½3¾F",1,0,0,"R_cat"
"¤¶¹Ø¨½4¾F",2,0,0,"R_cat"
"¤¶¹Ø¨½5¾F",6,1,0,"R_cat"
"¤¶¹Ø¨½6¾F",8,4,1,"R_cat"
"¤¶¹Ø¨½7¾F",3,0,1,"R_cat"
"¤¶¹Ø¨½8¾F",6,1,2,"R_cat"
"¤º´ò¨½10¾F",12,13,0,"P_cat"
"¤º´ò¨½11¾F",24,15,2,"R_cat"
"¤º´ò¨½12¾F",12,6,3,"R_cat"
"¤º´ò¨½13¾F",4,0,0,"R_cat"
"¤º´ò¨½14¾F",10,5,1,"R_cat"
"¤º´ò¨½15¾F",24,7,2,"R_cat"
